AssignmentId,WorkerId,HITId,AcceptTime,SubmitTime,ApprovalTime,State,GDP,2347900
32Q90QCQ1TYGJ7OVPWTTY12YPRYKET,A8L450UGY77XB,38EHZ67RIM577PMWQ0RVOYKUF1HMGL,2014-10-28T14:57:27Z,2014-10-28T14:57:41Z,2014-10-28T16:02:14Z,West Virginia,69711,
38YMOXR4MVC31SPX8STYAO4GV076WE,A2C7EF24WOLC,3VI0PC2ZAYX6TE2YSQ6C4O9UDRSOXU,2014-10-28T05:11:22Z,2014-10-28T05:11:34Z,2014-10-28T06:12:15Z,Iowa,156606,
3RXCAC0YIS2U8KILM2ME8ZEJ76Z8GT,A2A2ZQOK7NKE70,382GHPVPHS4Q9NL2PHKFJAELP5R430,2014-10-28T00:42:21Z,2014-10-28T00:42:41Z,2014-10-28T01:47:14Z,Iowa,152400,
3JC6VJ2SACWABBMG24N10TTP7LO5AF,A218W8G3SYFPGI,3JUDR1D0D648DACHJEDN33AYFJA2Q6,2014-10-28T02:22:47Z,2014-10-28T02:23:05Z,2014-10-28T03:27:15Z,New Jersey,545765,
3HRMW88U173CI594217USPSYKVJM0E,A31URGVCELAPBD,3DGDV62G7OMNDYB2J1YY3YKOANO2PF,2014-10-28T15:23:00Z,2014-10-28T15:23:24Z,2014-10-28T16:27:14Z,Minnesota,323912,
3R8YZBNQ9IVHLV7GFTZKODMQ2AMQ75,A8L450UGY77XB,30OITAWPBQG601YDLX584CQBU2N9H8,2014-10-28T14:57:41Z,2014-10-28T14:57:56Z,2014-10-28T16:02:15Z,Arizona,271503,
30H4UDGLT3VF6MDOJMMK7QT6S21MPP,A19PATBI3SQNU0,3LCXHSGDLTJCL63A42XT04YOUAKES8,2014-10-27T19:59:27Z,2014-10-27T19:59:51Z,2014-10-27T21:02:15Z,South Carolina,191278,
3C5W7UE9CG3KFVFF5DW113F9U1KMXN,A1JP58Y4XAT7EU,36FFXPMST9197O2JNMOQ12L0P19HOU,2014-10-28T00:19:10Z,2014-10-28T00:22:21Z,2014-10-28T01:27:15Z,Tennessee,303997,
3VHP9MDGROXQ6NC3SUW1S0AQWIECFY,A3PQ0N92R472YJ,3W5PY7V3UPKHS81BH909F6ZHG3BYJQ,2014-10-27T21:20:35Z,2014-10-27T21:20:42Z,2014-10-27T22:22:17Z,South Dakota,43758,
3F0BG9B9MQ0QUXY263GE1ZPS1J4Y7H,A31URGVCELAPBD,3CVDZS288HD1TPQ1FGLD6DKIEMHMFM,2014-10-28T15:29:21Z,2014-10-28T15:29:39Z,2014-10-28T16:32:15Z,Kansas,149367,
3M0NZ3JDP2BBCJUOEW30HMKYG6HZ5W,A19PATBI3SQNU0,34YWR3PJ28NLQXAFQ541ENDCFOCX0D,2014-10-27T20:03:30Z,2014-10-27T20:04:02Z,2014-10-27T21:07:15Z,Mississippi,110272,
32Q90QCQ1TYGJ7OVPWTTY12YPQ8KE1,A3PQ0N92R472YJ,3LAZVA75NI45SYZ141LJEYFY0IS2OY,2014-10-27T21:18:48Z,2014-10-27T21:18:57Z,2014-10-27T22:22:16Z,Nebraska,103062,
3QBD8R3Z22WHHWCHYI99WW7GW7A4ON,A2JVHE1ESSF6IQ,31N9JPQXIPVRP327M7ODMDLVZR4HNF,2014-10-28T12:30:36Z,2014-10-28T12:37:44Z,2014-10-28T13:42:14Z,Maryland,336480,
3IAS3U3I0GTNVO8LQZLZXXAJ5UO2BE,A2C7EF24WOLC,3HKIF5DF6YAS05321RNQJCEAF2A9G9,2014-10-28T05:15:22Z,2014-10-28T05:15:44Z,2014-10-28T06:17:15Z,Nebraska,103062,
3KB8R4ZV1FKDAIGSPE6OZ14KFCNGB3,A218W8G3SYFPGI,3L1EFR8WWTIMM577Q7H81REYENA9FA,2014-10-28T02:28:24Z,2014-10-28T02:28:33Z,2014-10-28T03:32:15Z,Wisconsin,281741,
3HOSI13XH013DV4L1KWMO6PN55GDDU,A2A2ZQOK7NKE70,3UOMW19E6DJWI6LLWFEQH5OTVE05C5,2014-10-28T00:38:47Z,2014-10-28T00:39:38Z,2014-10-28T01:42:15Z,Arizona,266800,
3KYQYYSHYWKUHSVARTA2Z01M9JQDOU,A218W8G3SYFPGI,3WYZV0QBFJQMAKDPOL1QY49V6S9BXD,2014-10-28T02:23:16Z,2014-10-28T02:23:25Z,2014-10-28T03:27:15Z,Virginia,478747,
3FIUS151DWF91ZO350Y20CVHVPJGGO,A1Q3HCUK56CQY1,3XWUWJ18TL39PFS0J77YJN2F1VZUUL,2014-10-28T04:32:22Z,2014-10-28T04:33:44Z,2014-10-28T05:37:15Z,California,1751000,
3EA3QWIZ4J8R2VG4FOXCK7NM0WBTIU,A1JP58Y4XAT7EU,3UZUVSO3P789NBQ5K517OVZI2L2ME4,2014-10-28T00:09:33Z,2014-10-28T00:10:33Z,2014-10-28T01:12:15Z,Georgia,469809,
3JBT3HLQF9FF5TC7YBCEFSPF77EPZ6,A31URGVCELAPBD,306996CF6WXEKJSWHSGJ3V5U1DU1BB,2014-10-28T15:23:48Z,2014-10-28T15:24:07Z,2014-10-28T16:27:14Z,Colorado,295308,
3HYA4D452SWD85K1V17VGN14KSNF2G,A2JVHE1ESSF6IQ,3NZ1E5QA6ZED81TFIFIV6LIBDT05BY,2014-10-28T12:32:38Z,2014-10-28T12:53:22Z,2014-10-28T13:57:14Z,Colorado,278551,
3XC1O3LBOTZTSWOA0RUPCNFEH0ZLTU,A3PQ0N92R472YJ,359AP8GAGGXB5AZ4K8TNFP2PMKV7CM,2014-10-27T21:16:38Z,2014-10-27T21:16:44Z,2014-10-27T22:17:16Z,Illinois,704138,
369J354OFEN746ZXTNPGOLIS1BCG6I,A218W8G3SYFPGI,32LAQ1JNT92UP2DBJ2HOERGDIHSUTU,2014-10-28T02:27:47Z,2014-10-28T02:27:55Z,2014-10-28T03:32:15Z,Indiana,326933,
3RKNTXVS3NBSFSIGOZ4RV1NB7PRA4D,A1JP58Y4XAT7EU,3TX9T2ZCB9E33IBFKUL7I32ROTPWZB,2014-10-28T01:01:38Z,2014-10-28T01:02:05Z,2014-10-28T02:02:15Z,Maine,57821,
3G0WWMR1UWX6OGZ3V0G9KA8G2PNNQ9,A2JVHE1ESSF6IQ,3CESM1J3EIG1F8R4IPOWL59WJPS6WU,2014-10-28T12:51:19Z,2014-10-28T13:04:34Z,2014-10-28T14:07:15Z,South Carolina,177985,
3F0BG9B9MQ0QUXY263GE1ZPS1IK7Y4,A1JP58Y4XAT7EU,3S8A4GJRD3GO0JRZSFJ0Z3QICGQ6VK,2014-10-28T01:08:50Z,2014-10-28T01:10:16Z,2014-10-28T02:12:14Z,Wyoming,40542,
3AWETUDC935NO7P3LGMU6VO3LT6ZIR,A2C7EF24WOLC,3P0I4CQYVYKR4EX8ILAQ25VN4PMOW1,2014-10-28T05:16:19Z,2014-10-28T05:16:36Z,2014-10-28T06:17:15Z,New Jersey,528788,
3H7XDTSHKD45YLE3K52KMFH5PD1WGV,A1JP58Y4XAT7EU,3MD8CKRQZZ08V7PP3E8F7A6KDGXJRA,2014-10-28T00:08:46Z,2014-10-28T00:09:33Z,2014-10-28T01:12:15Z,Virginia,478747,
3IOEN3P9S8WA0R9UB44DHYEMZN616I,A2JVHE1ESSF6IQ,3RIHDBQ1NEBL7LH7A69D9YWVU1UHMF,2014-10-28T12:15:49Z,2014-10-28T12:29:42Z,2014-10-28T13:32:14Z,Connecticut,242930,
3WT783CTPCU0T60NNSA59AJ5HKTBCM,A3T7WJ9OPV8XH1,388CL5C1RJ0113ZMAU8Y9LH6UW4HLD,2014-10-28T01:20:57Z,2014-10-28T01:21:41Z,2014-10-28T02:22:14Z,California,2125717,
39U1BHVTDM4CCSYLULQPG1LXHELT31,ALJ96GZYLY1KG,35U0MRQMUJKEPPX3SB5UG3C9XGKOVR,2014-10-28T04:30:33Z,2014-10-28T04:31:18Z,2014-10-28T05:32:15Z,California,1958904,
3137ONMDKHIBHLSCZ58E09A5I90GE3,A218W8G3SYFPGI,3ODOP6T3ASX1O5PJLH6A009TJRR42P,2014-10-28T02:28:34Z,2014-10-28T02:28:44Z,2014-10-28T03:32:15Z,Missouri,279099,
3SNVL38CI551M94HT5NY8D2V4EQCKV,A19PATBI3SQNU0,3UAU495MII5ECA83NLVPKHAQJ9BOU2,2014-10-27T19:46:31Z,2014-10-27T19:46:51Z,2014-10-27T20:47:15Z,Georgia,469809,
3WJEQKOXA9FBNTLX1HLPX3G8V5A1AK,A3PQ0N92R472YJ,3GITHABACYYNADZP3ML6Z9FTA8N2NJ,2014-10-27T21:15:47Z,2014-10-27T21:15:58Z,2014-10-27T22:17:15Z,Connecticut,242930,
39L1G8WVWR4B38MCS26FAV22PVO13U,A1JP58Y4XAT7EU,375VSR8FVWMYVMUTL0B1V4UAWEAZRB,2014-10-27T23:59:08Z,2014-10-28T00:00:10Z,2014-10-28T01:02:15Z,Pennsylvania,647443,
3Z9WI9EOZ01S3HFXFX1ZJ4ZBH7EKHX,A2C7EF24WOLC,3HO4MYYR121ON42ZNP9V3HOZY9H6UV,2014-10-28T05:21:31Z,2014-10-28T05:21:46Z,2014-10-28T06:22:15Z,West Virginia,69711,
34S9DKFK742FXIQPMAX3XWBI1Y8NYG,A1UOE2L1FXNFET,33P2GD6NRN5QHXH4PUWXUL4R5WZHKA,2014-10-28T15:02:07Z,2014-10-28T15:02:20Z,2014-10-28T16:07:15Z,Hawaii,72512,
30LB5CDZNDNCHC8NHQXO0RO7ZYK0ZQ,A218W8G3SYFPGI,3ZZAYRN1I64ZCXTENG5FFLOO0V4OTB,2014-10-28T02:27:10Z,2014-10-28T02:27:22Z,2014-10-28T03:32:15Z,Washington,412906,
3FQ5JJ512M1KDD18IVWCOOW73IFNKZ,A2A2ZQOK7NKE70,3LG268AV38J0KR3XPDXOAUTS881ERK,2014-10-28T00:34:12Z,2014-10-28T00:34:34Z,2014-10-28T01:37:16Z,Illinois,695200,
3KGTPGBS6YY2RNHRQQ2U2N27UEMU2C,A2A2ZQOK7NKE70,3WRKFXQBOBKLXXH5ZRF935KH3OMYIE,2014-10-28T00:52:21Z,2014-10-28T00:52:47Z,2014-10-28T01:57:14Z,Texas,1397000,
3YJ6NA41JCTP5E73GP9SRY1PO8EPJW,A19PATBI3SQNU0,33CLA8O0MIOSQ53TKOHUSCESK9GRFF,2014-10-27T23:13:17Z,2014-10-28T02:10:32Z,2014-10-28T03:12:14Z,Idaho,62463,
3WS1NTTKEZP6CVHNGE3HXZ8PNTN0FZ,A1JP58Y4XAT7EU,3LG268AV38J0KR3XPDXOAUTS881REX,2014-10-28T00:36:39Z,2014-10-28T00:37:18Z,2014-10-28T01:42:14Z,Oklahoma,173146,
3NPI0JQDAPIJJH38SJNWT4OYMAWPTS,A19PATBI3SQNU0,3MDKGGG61Q09NRNANKJLYL2XFVA6T4,2014-10-27T19:48:20Z,2014-10-27T19:49:02Z,2014-10-27T20:52:15Z,Maryland,344373,
3YDGXNSEO07EW4P1R1KDZAHGH1T849,A218W8G3SYFPGI,36D1BWBEHNEHSVEPRL66MUQT5ID2MJ,2014-10-28T02:27:35Z,2014-10-28T02:27:46Z,2014-10-28T03:32:15Z,Minnesota,323912,
3IXEICO793WB9BL3DNONN4XHR5H6TE,A1JP58Y4XAT7EU,3QGHA0EA0JD7LK8ZEG54WLVOXQ3BWK,2014-10-28T00:13:49Z,2014-10-28T00:14:31Z,2014-10-28T01:17:15Z,Maryland,344373,
3DBQWDE4Y7BHVUG5B8S6MZDP6T5N51,A31URGVCELAPBD,3T5ZXGO9DE1YJLFT8LM1QEK50S8ZQA,2014-10-28T15:21:34Z,2014-10-28T15:21:56Z,2014-10-28T16:22:14Z,Georgia,469809,
3RANCT1ZVGUWF0HN9JV53G5BOLIUBZ,A8L450UGY77XB,3YKP7CX6G2SSV57Y68XS45W74ZV7BF,2014-10-28T14:59:40Z,2014-10-28T14:59:53Z,2014-10-28T16:02:15Z,Montana,421400,
3HVVDCPGTF5DSVV9J6JF6VHAQF3TYU,A3PQ0N92R472YJ,30Y6N4AHYP9VSLPXTIM44CB78W0RD4,2014-10-27T21:20:57Z,2014-10-27T21:21:02Z,2014-10-27T22:22:18Z,Utah,134483,
3OHYZ19UGDIWJLSY7JJ09ZTGOGQAOM,A2A2ZQOK7NKE70,30ZKOOGW2WJ919N4BEGN8KLOJV91AG,2014-10-28T00:36:35Z,2014-10-28T00:36:51Z,2014-10-28T01:37:16Z,Massachusetts,403800,
3M1CVSFP61IZ4X5EMWB4Y4OG3H8AQU,A2A2ZQOK7NKE70,39HYCOOPKOY4V5C5OAQNIDHX291MDB,2014-10-28T00:38:10Z,2014-10-28T00:38:27Z,2014-10-28T01:42:14Z,Minnesota,294700,
3OB0CAO74I2NNM4EJC2QSCEMFL4YHL,A19PATBI3SQNU0,3126F2F5F8GF8ENICLTZ5ZTD7QDEPS,2014-10-27T19:55:48Z,2014-10-27T19:56:32Z,2014-10-27T20:57:15Z,Arizona,290098,
3Z9WI9EOZ01S3HFXFX1ZJ4ZBH7QHK6,A8L450UGY77XB,3N3WJQXELS3XMDW4R95RMHB45DN2LH,2014-10-28T14:51:32Z,2014-10-28T14:51:49Z,2014-10-28T15:52:15Z,Ohio,548526,
3DY4FPOOA21J8MNCA6R0ZHCYKERRVV,A2JVHE1ESSF6IQ,36AZSFEYZ4DU6V8UO608AJCAQH1BVA,2014-10-28T12:33:15Z,2014-10-28T12:58:10Z,2014-10-28T14:02:14Z,Michigan,416769,
3BDCF01OGY7P9IN4AXHOK47TW2OLYQ,A1JP58Y4XAT7EU,3NRZ1LDP7WJDJ9EE887CQ9UVVWMZPJ,2014-10-28T00:58:12Z,2014-10-28T01:01:38Z,2014-10-28T02:02:15Z,Idaho,62463,
317HQ483I85T7IBKISB0B8HUBFBIN6,A31URGVCELAPBD,3VLL1PIENQ1VY92DT8UX19P5LRQZO2,2014-10-28T15:32:35Z,2014-10-28T15:32:51Z,2014-10-28T16:37:15Z,Maine,57821,
3TXD01ZLD5UCU1WEU4LIV2Z5ET34U5,A31URGVCELAPBD,3BC9H1KCYUP3YS1AO8JO4WTPIZLWYK,2014-10-28T15:30:13Z,2014-10-28T15:30:43Z,2014-10-28T16:32:15Z,Arkansas,117496,
3HMVI3QICK5CJBJ0HNZ50PYFYWLY1Z,A218W8G3SYFPGI,3IKMEYR0LW8M27EM69TQ7HYPGDI2KE,2014-10-28T02:29:27Z,2014-10-28T02:29:50Z,2014-10-28T03:32:16Z,Iowa,165597,
3WQ3B2KGE9TG63QP7VLLSE0EDON1B9,A31URGVCELAPBD,3PKJ68EHDN9V6DBM79WLT64EQ7ZHJB,2014-10-28T15:32:52Z,2014-10-28T15:33:11Z,2014-10-28T16:37:15Z,Rhode Island,54663,
3DOCMVPBTORLLJMBF8OSGGDBXDNNN7,A19PATBI3SQNU0,38DCH97KHHF8J6APQZJF2KWFHUVJQ9,2014-10-28T02:14:47Z,2014-10-28T02:17:37Z,2014-10-28T03:22:14Z,Vermont,29968,
36V4Q8R5ZLD06YE3JZ197VJGXYQQMN,A3PQ0N92R472YJ,3MDWE879UHFW9OVRL5VCI1NDZPI9BS,2014-10-27T21:18:21Z,2014-10-27T21:18:27Z,2014-10-27T22:22:16Z,Montana,42140,
3WMOAN2SRCAYTOVKHZAJQX7OJH6NV7,A1UOE2L1FXNFET,3YD0MU1NC2ENCV260UXW9UC1MHA7AK,2014-10-28T15:00:10Z,2014-10-28T15:00:24Z,2014-10-28T16:02:16Z,Arizona,271503,
3X73LLYYQ2RTBN00CATFBWGFB1CHNQ,A1JP58Y4XAT7EU,3RDTX9JRTYE97CS18OJWDZ1HGZS795,2014-10-28T00:53:37Z,2014-10-28T00:54:18Z,2014-10-28T01:57:15Z,Hawaii,78977,
3NKQQ8O39ZIPUXF7NFMBY6TBR6UUD6,A1UOE2L1FXNFET,334ZEL5JX6SYXXGZYG0P5GS2YCQOSM,2014-10-28T15:00:39Z,2014-10-28T15:00:54Z,2014-10-28T16:02:16Z,California,2125717,
3YZ8UPK3VUZFP59TNJR0E0BT66IUC6,A1UOE2L1FXNFET,3M67TQBQQH1RQEQZFRVGNQ37H7X9AX,2014-10-28T14:59:53Z,2014-10-28T15:00:10Z,2014-10-28T16:02:15Z,Alaska,56643,
3PS7W85Z80FYRUN1BURZ7EOJH6RT9E,A1NYH6FD37TIU0,32ZCLEW0BZXNJU9AQM4Q2F65CY9JPI,2014-10-28T01:48:51Z,2014-10-28T01:49:32Z,2014-10-28T02:52:14Z,New Hampshire,63538,
3H8DHMCCWAOBR1AVT1I9SJKDPEGDKA,A218W8G3SYFPGI,32TZXEA1OLXUZK7N2D6WVHZORLD418,2014-10-28T02:22:26Z,2014-10-28T02:22:34Z,2014-10-28T03:27:15Z,Pennsylvania,647443,
3IXQG4FA2UBYV8TKB80E7KIXB089BN,A31URGVCELAPBD,39WSF6KUV2YXNEBHXLGKGZONXLHEOB,2014-10-28T14:21:29Z,2014-10-28T14:23:11Z,2014-10-28T15:27:14Z,California,1958904,
3M0BCWMB8W99746S4JA6L4Q890ZWB4,A19PATBI3SQNU0,34F34TZU7WCRRN84OOTE62YC1OI2JF,2014-10-27T19:59:01Z,2014-10-27T19:59:26Z,2014-10-27T21:02:15Z,Alabama,196330,
3IUZPWIU1PKA07AMAWNZK79YWUMWK2,A218W8G3SYFPGI,3QI9WAYOGQO88RAVYKEVOG6BDCW6SF,2014-10-28T02:32:05Z,2014-10-28T02:32:19Z,2014-10-28T03:37:14Z,Maine,57821,
3K2755HG5TG0BFIHSQRCC6S8HIZFDA,A19PATBI3SQNU0,3YGE63DIN8A61X5PG08FC4Z56M5W0I,2014-10-28T02:11:13Z,2014-10-28T02:11:56Z,2014-10-28T03:12:15Z,Alaska,54702,
3LEP4MGT3HDAYY61NO5GTG1N2K4BDL,A2A2ZQOK7NKE70,39RRBHZ0AUEQOTBAUKGBW1JDHKMVZZ,2014-10-28T00:50:56Z,2014-10-28T00:51:55Z,2014-10-28T01:52:15Z,California,2003000,
3EG49X351VPIQSUNIXPKC7IN4196X1,A218W8G3SYFPGI,36QZ6V1589QTA20WU2CY4MKRGYEUS5,2014-10-28T02:30:18Z,2014-10-28T02:30:28Z,2014-10-28T03:32:16Z,Washington,117643,
3IO1LGZLKAASBRTFAPDSW81UDSW86R,A1JP58Y4XAT7EU,3QMELQS6Y5OW7CAIJVEQY61FRAD6RR,2014-10-28T00:37:19Z,2014-10-28T00:37:49Z,2014-10-28T01:42:14Z,Iowa,165597,
3QIYRE09Y4UI7CFMALQUJ908UCD1N8,A19PATBI3SQNU0,3F6045TU7D1DLVGUNLHGRVSNBPF99I,2014-10-27T23:11:31Z,2014-10-27T23:12:06Z,2014-10-28T00:12:15Z,Delaware,70293,
33L7PJKHCHBYDP4R62LL7IT8X1PT87,A10443E11ZWEHJ,3L60IFZKF3VZF7GWJ9T0HTOZDFVHH6,2014-10-28T14:08:16Z,2014-10-28T14:08:43Z,2014-10-28T15:12:14Z,New York,1205000,
3RXCAC0YIS2U8KILM2ME8ZEJ762G84,A218W8G3SYFPGI,3KWGG5KP6JFUQD6ROEVCY7ZFH9PMCB,2014-10-28T02:28:05Z,2014-10-28T02:28:14Z,2014-10-28T03:32:15Z,Tennessee,303997,
3U4J9857OFOUHP5RWB2UTORRG917BO,A1JP58Y4XAT7EU,338431Z1FLSMWIGMJR0KF6N6CA7ORY,2014-10-28T00:22:22Z,2014-10-28T00:24:18Z,2014-10-28T01:27:15Z,Arizona,290098,
3JRJSWSMQIYAN9GO4Q1UHFLWE4VE3T,A218W8G3SYFPGI,3SR6AEG6W56L126LT9XO3TJ23B7YHL,2014-10-28T02:28:14Z,2014-10-28T02:28:23Z,2014-10-28T03:32:15Z,Arizona,290098,
3P1L2B7AD22DF4J24A8QID9RISPOLI,A1JP58Y4XAT7EU,341YLJU21ICVWCOY668EU1JCO9T2I3,2014-10-28T00:50:02Z,2014-10-28T00:50:54Z,2014-10-28T01:52:15Z,Nebraska,107889,
3ERET4BTVNMZOBXEHLD76N1NYTX9KL,A20NGV3YRBQT5W,3CMIQF80GN3WVBVI6GPQTGRAVOB6QQ,2014-10-27T23:46:56Z,2014-10-27T23:47:59Z,2014-10-28T00:52:14Z,New York,1157969,
3TXWC2NHN03XCUAMMUM9X9SXFNDS9O,A218W8G3SYFPGI,3ATYLI1PRTF5YUX9BMRBDF1F2TDJO1,2014-10-28T02:23:35Z,2014-10-28T02:23:50Z,2014-10-28T03:27:15Z,Massachusetts,437577,
3E337GFOLALFBR5PS4BXQW4EW1YGNP,A1JP58Y4XAT7EU,32204AGAABPLFBLLZ3BIWTCYYFIHG7,2014-10-28T00:54:19Z,2014-10-28T00:56:16Z,2014-10-28T01:57:15Z,Delaware,70293,
3TGOYF991YZBBZQT9AC086XZD50UUP,A3PQ0N92R472YJ,351S7I5UG99NG9XXA7RYYQ1ACJ8JNM,2014-10-27T21:20:43Z,2014-10-27T21:20:49Z,2014-10-27T22:22:17Z,Tennessee,280485,
3UNH76FOCTI9F05PA9I3KHMIW77YMY,A3PQ0N92R472YJ,3TZDZ3Y0JSJVWQDZJ82NCPA4DDR191,2014-10-27T21:15:59Z,2014-10-27T21:16:04Z,2014-10-27T22:17:15Z,Delaware,60650,
3YJ6NA41JCTP5E73GP9SRY1PO90PJK,A8L450UGY77XB,39N6W9XWRD0716BA93F6IT71OBUYGM,2014-10-28T14:50:35Z,2014-10-28T14:51:08Z,2014-10-28T15:52:15Z,Indiana,306838,
36NEMU28XGQ5QVAPV80FZK12LZCMWS,A19PATBI3SQNU0,368IUKXGA5LBVZU363A1TB10QSP6PZ,2014-10-27T23:12:50Z,2014-10-27T23:13:16Z,2014-10-28T00:17:15Z,West Virginia,65765,
37KGEN7NJ43LRPA1B2ECOUN1X7BPPN,A19PATBI3SQNU0,3VQTAXTYN3YUTGJUJGQ3EXARCASBUL,2014-10-27T19:46:52Z,2014-10-27T19:47:29Z,2014-10-27T20:52:14Z,Massachusetts,437577,
3634BBTX0P7HJQY3K4SN338L9ODIFN,A2C7EF24WOLC,3SU800BH865HXMLJ2YNT9M5QYATUQG,2014-10-28T05:13:48Z,2014-10-28T05:14:08Z,2014-10-28T06:17:14Z,Michigan,416769,
3X4JMASXCNMGZE57BCHLE9H48VVB0S,A2A2ZQOK7NKE70,3R6RZGK0XFPQJ315YYESIUABBQIVY8,2014-10-28T00:44:48Z,2014-10-28T00:45:12Z,2014-10-28T01:47:15Z,Nebraska,99500,
3R6P78PK7LOD64A9P0X9ZVA6LJNTG6,A218W8G3SYFPGI,3QTFNPMJC6VDGO21STUKMKP0VHLZNN,2014-10-28T02:21:36Z,2014-10-28T02:22:02Z,2014-10-28T03:22:15Z,New York,1157969,
3DL65MZB8ESY09C7XJCVAIPQKHZCEG,A3PQ0N92R472YJ,3TZ0XG8CBUXD7QXKITB2RZXCRJX98T,2014-10-27T21:20:19Z,2014-10-27T21:20:29Z,2014-10-27T22:22:17Z,Rhode Island,51566,
3CFVK00FWMYNQYDY4EMW1DN0XT4L61,A2C7EF24WOLC,337F8MIIMZQUSVM56U2WHCGEMT7405,2014-10-28T05:15:44Z,2014-10-28T05:16:00Z,2014-10-28T06:17:15Z,Nevada,128896,
358UUM7WR0GHXWMGS8OKT3WVYV37R0,A1JP58Y4XAT7EU,344M16OZKISF5TB5W6G71AOI7BCENW,2014-10-27T23:56:10Z,2014-10-27T23:56:44Z,2014-10-28T00:57:15Z,New York,1157969,
3VNL7UK1XGW7S4EEEGRRHAAUK54FTC,A8L450UGY77XB,3VW0145YLYPHYRCXY6CYLBCA7TYJMM,2014-10-28T14:54:55Z,2014-10-28T14:55:15Z,2014-10-28T15:57:15Z,Florida,769007,
3Y5140Z9DYTTA3NXY7OSFXMPBTQPIL,A1JP58Y4XAT7EU,37SDSEDIN9FVILUPEGW9CTFTT7918C,2014-10-28T00:32:53Z,2014-10-28T00:33:39Z,2014-10-28T01:37:15Z,Alabama,196330,
3J4Q2Z4UTZGWBA8HN17WGTL7V1UWQC,A8L450UGY77XB,3CMV9YRYP3EXS9UCYUBJLYXL7O8JLK,2014-10-28T14:52:51Z,2014-10-28T14:53:05Z,2014-10-28T15:57:15Z,Minnesota,298272,
3H8DHMCCWAOBR1AVT1I9SJKDPFTKDW,A2JVHE1ESSF6IQ,3TUOHPJXYHAEYNB0JCXMLIMGGTRWXE,2014-10-28T12:30:46Z,2014-10-28T12:38:58Z,2014-10-28T13:42:14Z,Pennsylvania,629851,
3570Y55XZQW9NQ93Z6K87C2L0LWGY9,A3PQ0N92R472YJ,301KG0KX9CYV0HDE0OQTUPIXOWE2HA,2014-10-27T21:15:15Z,2014-10-27T21:15:24Z,2014-10-27T22:17:15Z,Arkansas,118993,
3X0H8UUIT218OQNUF5W1BT08DOPWS9,A3PQ0N92R472YJ,36JW4WBR06XF1BPQOJ50E8CMX0IHF8,2014-10-27T21:21:21Z,2014-10-27T21:21:27Z,2014-10-27T22:22:18Z,West Virginia,69711,
3PPTZCWALRX055DMYOR3FXFPC3ZQZX,A31URGVCELAPBD,3566S7OX5DWRI7P64B43YTJYIN317P,2014-10-28T15:12:56Z,2014-10-28T15:18:55Z,2014-10-28T16:22:14Z,Florida,843091,
3VNL7UK1XGW7S4EEEGRRHAAUK5TFT1,A2C7EF24WOLC,3MG8450X2ONWXAK42L849HFGTE7UPP,2014-10-28T05:16:00Z,2014-10-28T05:16:18Z,2014-10-28T06:17:15Z,New Hampshire,66111,
30LSNF239V8XIWMRW9DGJKEW0J22IF,A19PATBI3SQNU0,3RDTX9JRTYE97CS18OJWDZ1HGZR976,2014-10-28T02:14:23Z,2014-10-28T02:14:46Z,2014-10-28T03:17:15Z,Wyoming,40542,
3Z4AIRP3C7QNJ6TQCRD3HBR6WQQ1XV,A2A2ZQOK7NKE70,3D42WVSDH881N6FFYJ9O087PNWUYFN,2014-10-28T00:42:04Z,2014-10-28T00:42:21Z,2014-10-28T01:47:14Z,Oklahoma,160900,
3Q8GYXHFEQFY4QJEMIJS6OJD7OW5C4,A19PATBI3SQNU0,373L46LKP7JM83CUDUZI6YK6IO3JKH,2014-10-27T19:43:35Z,2014-10-27T19:44:25Z,2014-10-27T20:47:15Z,Ohio,551881,
3MD9PLUKKJRF280UIWZMB3KK7RHZNM,A19PATBI3SQNU0,3P888QFVX37MKH1M6CBKAGD1GO5OQX,2014-10-27T19:39:19Z,2014-10-27T19:40:18Z,2014-10-27T20:42:15Z,California,1958904,
3EA3QWIZ4J8R2VG4FOXCK7NM0XVIT5,A8L450UGY77XB,38B7Q9C28GIQ3CEWPEE47L1LLO7967,2014-10-28T14:44:47Z,2014-10-28T14:45:53Z,2014-10-28T15:47:16Z,Connecticut,874201,
30MVJZJNHNQ4DRRWZ0DV581AJ5HJ9I,A8L450UGY77XB,3E24UO25QZ3TAZI2R3XM4BWAGNT6OI,2014-10-28T14:51:09Z,2014-10-28T14:51:31Z,2014-10-28T15:52:15Z,Michigan,416769,
3H7XDTSHKD45YLE3K52KMFH5PDVWGP,A3PQ0N92R472YJ,30F94FBDNRXFT345JB0T91OPTWLBTU,2014-10-27T21:18:58Z,2014-10-27T21:19:04Z,2014-10-27T22:22:16Z,Nevada,128896,
3G2UL9A02EROBDOW0KLMI85Z29B76Q,A31URGVCELAPBD,39O6Z4JLX2A1JYBVT2SQZG329KOVX2,2014-10-28T15:26:31Z,2014-10-28T15:26:46Z,2014-10-28T16:27:15Z,Oregon,217228,
3B3WTRP3DCF47VTOSF736RFTHUX29G,A21XM6X2MUS3F7,336OE47KI2XMUY65JXW4XXPV0IIVW9,2014-10-28T15:28:47Z,2014-10-28T15:32:26Z,2014-10-28T16:37:14Z,Arkansas,113060,
