AssignmentId,WorkerId,HITId,AcceptTime,SubmitTime,ApprovalTime,Answer.company,Answer.employees
3P1L2B7AD22DF4J24A8QID9RSQ3LOZ,A2I159VITLD19Y,3A3KKYU7P3U34BCW55VDA16JGCQMWM,Fri Jun 05 03:53:30 PDT 2015,Fri Jun 05 03:53:43 PDT 2015,Fri Jun 05 04:37:42 PDT 2015,Rovi,1200
33C7UALJVMBX45SI4J1B1CADFFX81G,A2I159VITLD19Y,3XT3KXP24ZBJED7ZT8KHKE0PB1DI61,Fri Jun 05 04:41:51 PDT 2015,Fri Jun 05 04:42:01 PDT 2015,2015-06-05 12:42:39 UTC,Rooster Park,55
3RSDURM96BZB3CDCTBUK79H9X30EYF,A1XOXGWBAN6HEJ,38VTL6WC4AQ9L9MQS7WFEWGD5P0Y57,Fri Jun 05 03:03:21 PDT 2015,Fri Jun 05 03:24:34 PDT 2015,2015-06-05 11:27:38 UTC,Rockstar Games,900
3G5W44VEU8VE3LKMVRJHY4NAC47GK4,A2I159VITLD19Y,3TLFH2L6Y91L5Q490I7I88LM6DRT2C,Fri Jun 05 03:13:10 PDT 2015,Fri Jun 05 03:13:22 PDT 2015,2015-06-05 11:17:38 UTC,Rocket Fuel,1123
3KXIR214I5T3APNCBKBCPJ4D5ZD42K,A2I159VITLD19Y,3IKDQS3DQED8UUG03ZXK6ESZ7NOCIN,Fri Jun 05 03:46:07 PDT 2015,Fri Jun 05 03:46:23 PDT 2015,Fri Jun 05 04:36:01 PDT 2015,Riverbed Technology,2555
3P4RDNWND6JXOSKZ3UJ8I10DCS1JI2,A2I159VITLD19Y,3SBNLSTU6UI4UCBO3ZGHQFD7O01ZD6,Fri Jun 05 04:08:28 PDT 2015,Fri Jun 05 04:08:40 PDT 2015,Fri Jun 05 04:36:11 PDT 2015,RingCentral,609
3WR9XG3T64OAWQKIHWS7LALLGF2473,A1XOXGWBAN6HEJ,371QPA24C21EG5MDHE743PBHE7DT1V,Fri Jun 05 04:42:57 PDT 2015,Fri Jun 05 05:31:34 PDT 2015,2015-06-05 13:32:39 UTC,Ricoh,107431
3LS2AMNW5G3O61ZFWFGMZZ8L2VNOQM,A3CC9BWPLAR31J,3J06WJ78HNX9F960TNR8BV6I0V7VV7,Thu Jun 04 15:44:57 PDT 2015,Thu Jun 04 15:46:18 PDT 2015,2015-06-04 23:47:54 UTC,Red Hat Inc,7300
37UEWGM5HUL3MA7E3S7BST5I56H1RF,A1WX1XX58WCVTS,3L2OEKSTW9NS8R5SQ53IQGQ47E98YP,Thu Jun 04 16:00:22 PDT 2015,Thu Jun 04 16:00:57 PDT 2015,2015-06-05 00:02:48 UTC,Red Hat Inc,7300
30IQTZXKALJNCH88G893368W1VXX05,ANFWGSQ8BQRZ,3WGCNLZJKFL7ZGQGVO7PYLTVBKWD11,Thu Jun 04 16:43:16 PDT 2015,Thu Jun 04 16:44:50 PDT 2015,2015-06-05 00:47:46 UTC,Red Hat Inc,7300
3BDCF01OGY7P9IN4AXHOK47T604YLP,A3N6Z886JPK4BG,3Q9SPIIRWJZ22A3782581ABJMV1AWQ,Fri Jun 05 04:19:37 PDT 2015,Fri Jun 05 04:20:34 PDT 2015,Fri Jun 05 04:36:08 PDT 2015,Red Hat Inc,7300
3LBXNTKX0S858BWLG4SWWH9P40V9XZ,A2LN42YO5UY41W,35YHTYFL1GGKJCKAT8M4T93WC2CVFE,Fri Jun 05 04:43:35 PDT 2015,Fri Jun 05 04:46:36 PDT 2015,2015-06-05 12:47:39 UTC,Red Hat Inc,7300
3SB4CE2TJW8JDU6Q8A6WSCK9AH9AX9,AEK2SAEL9GG39,3XJOUITW8U42X96U2TXJ4QJPMICQTS,Thu Jun 04 16:34:47 PDT 2015,Thu Jun 04 16:35:59 PDT 2015,2015-06-05 00:37:51 UTC,Rambus,425
3I7DHKZYGOD5723ODK9TEU4GEZDF5K,A2I159VITLD19Y,3UL5XDRDNCWU63V8F3YLFJSBCAX853,Fri Jun 05 04:01:26 PDT 2015,Fri Jun 05 04:01:36 PDT 2015,Fri Jun 05 04:35:20 PDT 2015,Rambus,425
3W8CV64QJ3C8MLW6B0AATVLVG979HZ,A1WX1XX58WCVTS,3W9XHF7WGK8GM68ZPODM847GNCKKTU,Thu Jun 04 15:59:44 PDT 2015,Thu Jun 04 16:00:18 PDT 2015,2015-06-05 00:02:47 UTC,Radware Ltd,824
3M1CVSFP61IZ4X5EMWB4Y4OGDFNQAV,A1XOXGWBAN6HEJ,34O39PNDK6L2DORDFMVY9MN8CY6RBY,Fri Jun 05 04:03:17 PDT 2015,Fri Jun 05 04:05:25 PDT 2015,Fri Jun 05 04:37:37 PDT 2015,Radcom Ltd,140
3ZQIG0FLQFTOGI4Y9016MGKFMQ7WV8,A3N6Z886JPK4BG,3IWA71V4TITG48WUSUKINON4ZEGX6F,Fri Jun 05 04:46:11 PDT 2015,Fri Jun 05 05:01:06 PDT 2015,2015-06-05 13:02:41 UTC,Rackspace Hosting  Inc.,5964
31IBVUNM9TCM5WI3JBR6ISYFRMAVF0,A1WX1XX58WCVTS,36BTXXLZ2VLISP6407LB18H225XR4Y,Thu Jun 04 15:22:21 PDT 2015,Thu Jun 04 15:23:38 PDT 2015,2015-06-04 23:27:47 UTC,Qunar Cayman Islands Ltd.,1699
3VNXK88KKDVD4MRQGPRE8WC4OPK9VT,A2I159VITLD19Y,3TX9T2ZCB9E33IBFKUL7I32SVG7WZC,Fri Jun 05 04:02:40 PDT 2015,Fri Jun 05 04:02:59 PDT 2015,Fri Jun 05 04:35:19 PDT 2015,QuinStreet,667
3QFUFYSY9ZSNBJZOZFQJ92Y2E2FF4A,AEK2SAEL9GG39,3SR6AEG6W56L126LT9XO3TJ3AXYYHT,Thu Jun 04 15:45:07 PDT 2015,Thu Jun 04 15:45:27 PDT 2015,2015-06-04 23:47:54 UTC,Quikcycle,60
3QJOXOW4XK4B9VOYA869DEU2OSKMET,AEK2SAEL9GG39,3T2EL38U0MX9EQFE73YGTT4VZE0QXB,Thu Jun 04 15:44:40 PDT 2015,Thu Jun 04 15:45:07 PDT 2015,2015-06-04 23:47:54 UTC,Quest Visual,4
3NC5L260MPZRFC96IZ5SN047VTHOFV,AEK2SAEL9GG39,3LAZVA75NI45SYZ141LJEYFZ74HO2Q,Thu Jun 04 16:36:00 PDT 2015,Thu Jun 04 16:36:25 PDT 2015,2015-06-05 00:37:51 UTC,Quark Pharmaceuticals,70
3I3WADAZ9RHZDFGHCNSJ1ODU602O5D,A2I159VITLD19Y,35XW21VSVGRQRCD2LOKXDZO9AU3LS3,Fri Jun 05 03:15:32 PDT 2015,Fri Jun 05 03:15:44 PDT 2015,2015-06-05 11:17:39 UTC,Quantum,1290
3Z4AIRP3C7QNJ6TQCRD3HBR66O41XF,A3N6Z886JPK4BG,38O9DZ0A620F3STX45ZPXYT8M5G26A,Fri Jun 05 03:53:51 PDT 2015,Fri Jun 05 03:54:38 PDT 2015,Fri Jun 05 04:37:41 PDT 2015,QUALCOMM  Inc.,31300
3X3OR7WPZ0DAUCWMXTJULRJRDKX8LF,A2F6ZON8X5EAGL,3DZKABX2ZIIDG00026W3L3ITFORCVP,Thu Jun 04 15:58:20 PDT 2015,Thu Jun 04 15:59:34 PDT 2015,2015-06-05 00:02:47 UTC,Qualcomm,31300
3RXPCZQMQQOCXKY0NHDZTPRB3X2G1U,A3RUUTINBKU8YE,322ZSN9Z5GXV84JW4WQ61NIKQQUT4D,Thu Jun 04 15:10:35 PDT 2015,Thu Jun 04 15:15:49 PDT 2015,2015-06-04 23:17:42 UTC,Qualcomm,31300
3S0TNUHWKUVRW08UKCL62EBM4AQD8X,ANFWGSQ8BQRZ,37SOB9Z0SSAM7VSNV9JW5RGXIDCL3H,Thu Jun 04 14:27:28 PDT 2015,Thu Jun 04 14:28:54 PDT 2015,Thu Jun 04 14:41:48 PDT 2015,Qualcomm,31300
34MAJL3QP50SV7JVFKPH8T95BDG34X,A1XOXGWBAN6HEJ,37MQ8Z1JQE9HMC33AOUHGPD1LF9Y26,Fri Jun 05 04:31:18 PDT 2015,Fri Jun 05 05:08:50 PDT 2015,2015-06-05 13:12:45 UTC,Qualcomm,31300
3J4Q2Z4UTZGWBA8HN17WGTL75YTWQF,A3RUUTINBKU8YE,37SDSEDIN9FVILUPEGW9CTFU0US81L,Fri Jun 05 05:05:10 PDT 2015,Fri Jun 05 05:32:46 PDT 2015,2015-06-05 13:37:38 UTC,Qorvo Inc,6700
3LO69W1SU4QPNR24GRVID40P14FLGF,A3N6Z886JPK4BG,3RSBJ6YZEC3PTSBDSW0QYH9OG9FFOW,Fri Jun 05 04:29:21 PDT 2015,Fri Jun 05 04:29:50 PDT 2015,Fri Jun 05 04:36:10 PDT 2015,Qorvo Inc,6700
32EYX73OY1MJV7YC5GHV3VAFG4FURA,A1XOXGWBAN6HEJ,36AZSFEYZ4DU6V8UO608AJCBX4KVBW,Fri Jun 05 03:03:36 PDT 2015,Fri Jun 05 03:40:35 PDT 2015,Fri Jun 05 04:37:39 PDT 2015,QLogic,1229
3T111IHZ5F3LBFA975M47ZN13I49RV,AEK2SAEL9GG39,3ABAOCJ4R8HYKEGATWW7ICOXSAGQMR,Thu Jun 04 15:43:45 PDT 2015,Thu Jun 04 15:44:40 PDT 2015,2015-06-04 23:47:53 UTC,Qitera,15
34PGFRQONPOFPN44SBNNJS9LR30WJN,A2I159VITLD19Y,3H4IKZHALBVJZZOIP5JQRXISSQWNNW,Fri Jun 05 04:41:01 PDT 2015,Fri Jun 05 04:41:13 PDT 2015,2015-06-05 12:42:38 UTC,Puppet Labs,231
30LSNF239V8XIWMRW9DGJKEWAHHI2G,A3N6Z886JPK4BG,37OPIVELUUGK5K8ID3J8071W77OAHQ,Fri Jun 05 04:49:03 PDT 2015,Fri Jun 05 05:06:50 PDT 2015,2015-06-05 13:07:43 UTC,PTC Inc,6444
3HPZF4IVNN6W6ETYXKOPHLH6CRPYC8,A2I159VITLD19Y,36FFXPMST9197O2JNMOQ12L1WOSHOW,Fri Jun 05 04:09:12 PDT 2015,Fri Jun 05 04:09:26 PDT 2015,Fri Jun 05 04:37:39 PDT 2015,Proofpoint,859
3Z2R0DQ0JIRL2RK50QNPY5G4IOA2ER,A2I159VITLD19Y,3RQVKZ7ZRKWY7S72NF4H3CT4HG0279,Fri Jun 05 04:47:32 PDT 2015,Fri Jun 05 04:48:31 PDT 2015,2015-06-05 12:52:39 UTC,Projeckt202,77
3Y9N9SS8LZO5V32O8VQABX3BOP53D4,A3CC9BWPLAR31J,3AFT28WXLFF93JD3T46B1EMGW0EIOV,Thu Jun 04 16:33:21 PDT 2015,Thu Jun 04 16:33:59 PDT 2015,2015-06-05 00:37:50 UTC,Progress Software Corporation,1075
3VD82FOHKR1KC0PWRXFRFUJ4YHTCOE,A2I159VITLD19Y,3FK4G712NXDDVP8S5XHYPL242OCSSP,Fri Jun 05 04:47:43 PDT 2015,Fri Jun 05 04:51:43 PDT 2015,2015-06-05 12:52:41 UTC,Procore Technologies,70
3FUI0JHJPYB7DB0RF6KYYOHZXB933X,A2QVMCGDLTWV9,3QGHA0EA0JD7LK8ZEG54WLVP4CUBWS,Thu Jun 04 14:29:59 PDT 2015,Thu Jun 04 14:30:37 PDT 2015,Thu Jun 04 14:41:51 PDT 2015,Priceline Group,9000
3XUHV3NRVLBPLYUU8AXTHFGTUETH5N,A2I159VITLD19Y,31GN6YMHLP5626P1P2RZMA5P817WS7,Fri Jun 05 04:39:55 PDT 2015,Fri Jun 05 04:40:06 PDT 2015,2015-06-05 12:42:38 UTC,Premier Logic,65
3A4TN5196LVAKJ39NKK1VLM3MVCCHN,A2I159VITLD19Y,3PMR2DOWOOETN2863088Y7C6AO154T,Fri Jun 05 03:59:22 PDT 2015,Fri Jun 05 03:59:35 PDT 2015,Fri Jun 05 04:36:08 PDT 2015,Power Integrations,590
3KJYX6QCMAO2AY4Z21IRXQQ7KUVVJ9,A2I159VITLD19Y,3MQY1YVHS3XL94AS0WGX8EF006RB24,Fri Jun 05 03:45:30 PDT 2015,Fri Jun 05 03:45:44 PDT 2015,Fri Jun 05 04:36:05 PDT 2015,Polycom,3525
3C2NJ6JBKBUPWXXITPQ8OSADWF4N2S,A3CC9BWPLAR31J,3BS6ERDL93K262RD1UJ6THKCJVD6DT,Thu Jun 04 15:48:28 PDT 2015,Thu Jun 04 15:49:29 PDT 2015,2015-06-04 23:52:46 UTC,PMC-Sierra  Inc,1442
39GHHAVOMG43GLLKI5H4O0QU7AZ4J7,A2I159VITLD19Y,3R868ACW4SP76WLF5PHPW0G41SHZGG,Fri Jun 05 03:53:44 PDT 2015,Fri Jun 05 03:54:02 PDT 2015,Fri Jun 05 04:36:10 PDT 2015,PMC-Sierra  Inc,1442
3L70J4KAZHZ5FO19HA5KY5HHU00ADC,A1XOXGWBAN6HEJ,3AJA9FLWSCBFX60AU1NLEKD240GFI1,Fri Jun 05 04:30:48 PDT 2015,Fri Jun 05 05:07:14 PDT 2015,2015-06-05 13:07:43 UTC,Plantronics,3000
3Z7EFSHGNAR7693OSO2NY7AXAKRXCV,A3CC9BWPLAR31J,3MJ28H2Y1ELXRVIOMKNHC5IBRE8O5R,Thu Jun 04 15:53:20 PDT 2015,Thu Jun 04 15:55:14 PDT 2015,2015-06-04 23:57:44 UTC,Pixelworks  Inc,220
38F5OAUN5OP4828DW3CQFZUPLKOH72,A2I159VITLD19Y,3L55D8AUFAAUKUV57HJNS2MNX6MCYT,Fri Jun 05 04:40:17 PDT 2015,Fri Jun 05 04:40:26 PDT 2015,2015-06-05 12:42:38 UTC,Pixafy,45
3SLE99ER0OQD1ZBXF6UDK8KQ00VZBV,A1XOXGWBAN6HEJ,302OLP89DZKTOCX2RB57PG4GUFJACH,Fri Jun 05 04:41:54 PDT 2015,Fri Jun 05 05:30:34 PDT 2015,2015-06-05 13:32:39 UTC,Pitney Bowes,16100
34YB12FSQZ19T9KPG3WXDHFE18ZGM4,AEK2SAEL9GG39,3KTZHH2ONISSEAGE72F7WL3XY4V8MZ,Thu Jun 04 15:43:22 PDT 2015,Thu Jun 04 15:43:44 PDT 2015,2015-06-04 23:47:53 UTC,Pingboard,9
3K4J6M3CXF68R8B0J06S4QKE7SGAGM,A2I159VITLD19Y,3H6W48L9F429PE99XLN5R50ELH0WPR,Fri Jun 05 04:32:06 PDT 2015,Fri Jun 05 04:32:14 PDT 2015,Fri Jun 05 04:35:59 PDT 2015,Phunware,131
3WLEIWSYHPUXM1B7QRVVJ8DHA4ZH2J,A2I159VITLD19Y,3GV1I4SEO92L4EF5EBHUCUSHS57L6I,Fri Jun 05 03:49:42 PDT 2015,Fri Jun 05 03:49:54 PDT 2015,Fri Jun 05 04:35:59 PDT 2015,Pharmacyclics,607
3I2PTA7R3U75GAE0YNOTSIRCIQGKQ1,AEK2SAEL9GG39,388CL5C1RJ0113ZMAU8Y9LH71IULHO,Thu Jun 04 16:26:29 PDT 2015,Thu Jun 04 16:27:05 PDT 2015,2015-06-05 00:27:56 UTC,Personable Inc.,30
3SLE99ER0OQD1ZBXF6UDK8KQ00WBZ8,A2I159VITLD19Y,3MXX6RQ9EVIXGCQPNFHMWDHN1O24PE,Fri Jun 05 04:37:43 PDT 2015,Fri Jun 05 04:37:57 PDT 2015,2015-06-05 12:42:37 UTC,Perseus Telecom,35
36WLNQG780NFQ4K1JJG0ZYJ8CTGBET,AEK2SAEL9GG39,385MDVINFCSD336B28ILU9E2CH2WJX,Thu Jun 04 15:43:03 PDT 2015,Thu Jun 04 15:43:21 PDT 2015,2015-06-04 23:47:53 UTC,Perion Codefuel,500
3MTMREQS4WV4OU10Y5AAQT621F3AWG,A3CC9BWPLAR31J,3XUSYT70ITE7SR5YZ53PKGAL6SQD0Y,Thu Jun 04 16:33:59 PDT 2015,Thu Jun 04 16:35:05 PDT 2015,2015-06-05 00:37:51 UTC,Peregrine Semiconductor Corp,423
3HRMW88U173CI594217USPSYURAM07,AEK2SAEL9GG39,362E9TQF2H3LB6W55LT3W5DE5EOGI7,Thu Jun 04 15:42:21 PDT 2015,Thu Jun 04 15:43:02 PDT 2015,2015-06-04 23:47:52 UTC,Perceptive Software,900
3AUQQEL7U66V8S3DGT8LFLBBLLT0VB,A2I159VITLD19Y,3Z56AA6EK4D5AWXQENI9C776SAWM6K,Fri Jun 05 04:32:15 PDT 2015,Fri Jun 05 04:32:26 PDT 2015,Fri Jun 05 04:35:26 PDT 2015,PEG Bandwidth,115
3Y9N9SS8LZO5V32O8VQABX3BOP63D5,A3CC9BWPLAR31J,3VMHWJRYHVTCN1P5TNNMHU0HSCRFX6,Thu Jun 04 16:58:11 PDT 2015,Thu Jun 04 17:04:11 PDT 2015,2015-06-05 01:07:46 UTC,PDF Solutions  Inc,359
32AT8R96GMMVWMYPK5H0T5FB25YUSW,A3JGACCS9G5MGA,3KTZHH2ONISSEAGE72F7WL3XY4VM8D,Thu Jun 04 16:25:25 PDT 2015,Thu Jun 04 16:26:49 PDT 2015,2015-06-05 00:27:56 UTC,PC Connection,1900
34YB12FSQZ19T9KPG3WXDHFE192GM9,A1XOXGWBAN6HEJ,3KLL7H3EGDE4X8BGOYA4WUF9SHPHVY,Fri Jun 05 03:13:55 PDT 2015,Fri Jun 05 03:44:40 PDT 2015,Fri Jun 05 04:36:02 PDT 2015,PC Connection,1900
3WZ36BJEV4THFN2Y9E5VYKJ9F4ABTS,A2LN42YO5UY41W,35YHTYFL1GGKJCKAT8M4T93WC2CFVY,Fri Jun 05 04:36:32 PDT 2015,Fri Jun 05 04:42:17 PDT 2015,2015-06-05 12:42:39 UTC,Paycom Software Inc,1021
3EJPLAJKENT7VNU2JFD59SYYMYFZ63,A1WX1XX58WCVTS,338GLSUI43O4RK36ZDHZIMJPDXPFSY,Thu Jun 04 15:59:28 PDT 2015,Thu Jun 04 15:59:39 PDT 2015,2015-06-05 00:02:47 UTC,Paycom Software Inc,1021
32SVAV9L3GM7XWZCOLZ8LWV53M7A38,A3CC9BWPLAR31J,3S37Y8CWI8DN0LNQZ1VHO7PJUKCW46,Thu Jun 04 16:02:48 PDT 2015,Thu Jun 04 17:00:04 PDT 2015,2015-06-05 01:02:45 UTC,PAR Technology Corporation,1221
3X87C8JFV7O34TR83WXVJ4IMZLXSQW,A2I159VITLD19Y,3NKW03WTLMKUPQAOXY2URAQOQDMWQI,Fri Jun 05 04:47:47 PDT 2015,Fri Jun 05 04:53:27 PDT 2015,2015-06-05 12:57:42 UTC,Panopto,70
3BC8WZX3V49RFF6V1MMQYKNV94BRR1,AEK2SAEL9GG39,3ZZAYRN1I64ZCXTENG5FFLOP7HVOTJ,Thu Jun 04 16:25:40 PDT 2015,Thu Jun 04 16:26:28 PDT 2015,2015-06-05 00:27:56 UTC,Pano Logic,50
3NAPMVF0ZXS0TC5VDI9JSVONW13727,A2I159VITLD19Y,3MA5N0ATTCO8ENCTKTIXVOEFR7VKWF,Fri Jun 05 03:47:03 PDT 2015,Fri Jun 05 03:47:14 PDT 2015,Fri Jun 05 04:36:04 PDT 2015,Pandora Media,1414
3PWWM24LHTB4TQAENN1P6VKI7LA82W,A3N6Z886JPK4BG,3KLL7H3EGDE4X8BGOYA4WUF9SHPVHC,Fri Jun 05 04:20:35 PDT 2015,Fri Jun 05 04:20:59 PDT 2015,Fri Jun 05 04:36:02 PDT 2015,Palo Alto Networks Inc,1722
3WSELTNVR4FCWDX6305Z39Z3XMLTAB,A2I159VITLD19Y,33N1S8XHHMYA2HVCN6WMPDCYZ3YZ1G,Fri Jun 05 03:49:29 PDT 2015,Fri Jun 05 03:49:41 PDT 2015,Fri Jun 05 04:37:35 PDT 2015,Palo Alto Networks Inc,1722
3W8CV64QJ3C8MLW6B0AATVLVG969HY,AEK2SAEL9GG39,3XT3KXP24ZBJED7ZT8KHKE0PB0KI66,Thu Jun 04 15:41:31 PDT 2015,Thu Jun 04 15:42:21 PDT 2015,2015-06-04 23:43:12 UTC,OutStart  Inc.,120
38JBBYETQPNV55ZS446DRKD2212E4T,AEK2SAEL9GG39,3IHWR4LC7DQ6IRQNMNHF4SWGHVB8IJ,Thu Jun 04 16:36:26 PDT 2015,Thu Jun 04 16:37:33 PDT 2015,2015-06-05 00:37:51 UTC,OSIsoft,1000
3KV0LJBBH3Y0IZT3WEQ9CLTL3IGRMJ,A2I159VITLD19Y,3Q2T3FD0ONL6DDA8VLKB54VMIJUM3E,Fri Jun 05 04:44:42 PDT 2015,Fri Jun 05 04:44:52 PDT 2015,2015-06-05 12:47:38 UTC,Orchestra Software,15
3U0SRXB7CEI60HE38F59P0IL87MRND,AEK2SAEL9GG39,3S829FDFT2EFPHB92HSWTUXWGZCDXU,Thu Jun 04 16:23:40 PDT 2015,Thu Jun 04 16:25:39 PDT 2015,2015-06-05 00:27:56 UTC,Oracle Hyperion,2607
3M0BCWMB8W99746S4JA6L4Q8JYPBWF,A3N6Z886JPK4BG,3GITHABACYYNADZP3ML6Z9FUHV5N25,Fri Jun 05 03:51:33 PDT 2015,Fri Jun 05 03:52:16 PDT 2015,Fri Jun 05 04:35:58 PDT 2015,Oracle,122458
3V5Q80FXIY4IST48B66TFEC7RX932M,A2QVMCGDLTWV9,34OWYT6U3WU6WW9XRFNT4ORR11SI9H,Thu Jun 04 14:29:15 PDT 2015,Thu Jun 04 14:29:58 PDT 2015,Thu Jun 04 14:41:48 PDT 2015,Oracle,122458
3PPTZCWALRX055DMYOR3FXFPMZQQZQ,AYDDIDXTRHXZ5,3UQ1LLR26ALMRGR84OY6SZU3ON4AL2,Thu Jun 04 15:41:41 PDT 2015,Thu Jun 04 15:42:40 PDT 2015,,Oracle,122458
3WSELTNVR4FCWDX6305Z39Z3XLQATV,AYALPYEQ512PP,3K2CEDRACBEBCU82A0Q2NHZKCHFTM8,Thu Jun 04 18:01:35 PDT 2015,Thu Jun 04 18:03:30 PDT 2015,2015-06-05 02:08:02 UTC,Oracle,122458
3DBQWDE4Y7BHVUG5B8S6MZDPGPS5N8,A2MAA0QY1WVPFS,3BJKPTD2QCP29ALUF8MJ9GTUI4ETRW,Thu Jun 04 14:57:03 PDT 2015,Thu Jun 04 14:57:36 PDT 2015,Thu Jun 04 15:05:40 PDT 2015,Oracle,122458
3LS2AMNW5G3O61ZFWFGMZZ8L2VKOQJ,A3RUUTINBKU8YE,33BFF6QPI1O2IP4MZNQYE2XDGKH3WT,Thu Jun 04 15:00:42 PDT 2015,Thu Jun 04 15:01:45 PDT 2015,Thu Jun 04 15:05:38 PDT 2015,Oracle,122458
3G2UL9A02EROBDOW0KLMI85ZC5267I,A1WX1XX58WCVTS,3X52SWXE0XIQVP05SG1Z7517MXTWCJ,Thu Jun 04 15:57:59 PDT 2015,Thu Jun 04 15:58:56 PDT 2015,2015-06-05 00:02:47 UTC,Oracle,122458
3GGAI1SQEWBWCX4KEH0ENQUZ3G7MC0,A3CC9BWPLAR31J,3X52SWXE0XIQVP05SG1Z7517MXTCWZ,Thu Jun 04 15:44:18 PDT 2015,Thu Jun 04 15:44:57 PDT 2015,2015-06-04 23:47:53 UTC,Oracle,122458
3VELCLL3GLW6JK25CX7HB4RZ2I81FM,ANFWGSQ8BQRZ,3BVS8WK9Q08PKPOUPZ1PVUMHP1VIBR,Thu Jun 04 16:33:29 PDT 2015,Thu Jun 04 16:34:56 PDT 2015,2015-06-05 00:37:51 UTC,Oracle,122458
369J354OFEN746ZXTNPGOLISB8LG6V,A2F6ZON8X5EAGL,3S8APUMBJXW5AYM4ORV4SX9P994BFU,Thu Jun 04 15:53:15 PDT 2015,Thu Jun 04 15:53:47 PDT 2015,2015-06-04 23:57:43 UTC,Oracle,122458
3RXPCZQMQQOCXKY0NHDZTPRB3X7G1Z,AEK2SAEL9GG39,3Z3R5YC0P3056KGLODMPSRFBFG3FTN,Thu Jun 04 16:37:33 PDT 2015,Thu Jun 04 16:37:54 PDT 2015,2015-06-05 00:42:47 UTC,Oracle,122458
3AMW0RGHOEFLO4YOVN1KK5I67QZPNM,A2I159VITLD19Y,39O6Z4JLX2A1JYBVT2SQZG33G78XV7,Fri Jun 05 03:32:14 PDT 2015,Fri Jun 05 03:32:32 PDT 2015,2015-06-05 11:32:38 UTC,Oracle,122000
3E13VNJ1NO8QTB4VD5D2E14RIAY1IB,A1WX1XX58WCVTS,3OPLMF3EU50TBZLXDS3BE5E3NU3NLZ,Thu Jun 04 15:57:12 PDT 2015,Thu Jun 04 15:57:56 PDT 2015,2015-06-05 00:02:46 UTC,Open Text Corp,8700
3Q5C1WP23NEEHN9G6LU8PS0MDOS515,A2F6ZON8X5EAGL,3UXQ63NLAAZRAQW0A2Y2NAE965QBLZ,Thu Jun 04 16:05:21 PDT 2015,Thu Jun 04 16:05:58 PDT 2015,2015-06-05 00:07:44 UTC,ON Semiconductor Corp,24500
33NF62TLXKFOUNAN3X4KVHFQ4VOKJA,A29CE8ETC87GV6,3H5TOKO3D9WP668K8JIDQDQ66IK46E,Thu Jun 04 16:58:01 PDT 2015,Thu Jun 04 16:58:32 PDT 2015,2015-06-05 01:02:45 UTC,ON Semiconductor Corp,24500
33PPUNGG39I0H6SMB3G3KNPUIMYZR8,A3N6Z886JPK4BG,3ZRKL6Z1E8GA5KZ1AXNH07J1EDISG5,Fri Jun 05 04:46:13 PDT 2015,Fri Jun 05 05:01:29 PDT 2015,2015-06-05 13:02:41 UTC,ON Semiconductor Corp,24500
339ANSOTR6FSZCQHLFJKJG0QRH2IK1,AO67HSBHKPIHX,3EN4YVUOUC5SS3B1CDE7WSS9LK1XJM,Fri Jun 05 04:27:29 PDT 2015,Fri Jun 05 04:32:51 PDT 2015,2015-06-05 12:37:38 UTC,ON Semiconductor Corp,24500
3Y5140Z9DYTTA3NXY7OSFXMPLQ5PI4,A3CC9BWPLAR31J,3Z56AA6EK4D5AWXQENI9C776S95M6R,Thu Jun 04 16:47:25 PDT 2015,Thu Jun 04 16:47:59 PDT 2015,2015-06-05 00:52:45 UTC,OmniVision Technologies  Inc,2008
3634BBTX0P7HJQY3K4SN338LJLIIFW,A2I159VITLD19Y,3TC2K6WK9GF276CLXKWNHCPZS0628W,Fri Jun 05 03:44:13 PDT 2015,Fri Jun 05 03:44:28 PDT 2015,Fri Jun 05 04:35:18 PDT 2015,Omnivision Technologies,2008
3C8HJ7UOP879KQFU6VKMYOVKCZXMZ5,A2I159VITLD19Y,31YWE12TE0PZ88AZB4PAT2N0UP17XP,Fri Jun 05 03:55:17 PDT 2015,Fri Jun 05 03:55:29 PDT 2015,Fri Jun 05 04:37:33 PDT 2015,Omnicell,1236
3BEFOD78W76THTR5L2UW4SIBB4X4ME,A2I159VITLD19Y,3VI0PC2ZAYX6TE2YSQ6C4O9VKEAOXV,Fri Jun 05 04:47:44 PDT 2015,Fri Jun 05 04:52:06 PDT 2015,2015-06-05 12:52:42 UTC,Olo,22
3VZLGYJEYMNKE2EYK2MV95BIJ3JZX4,A2I159VITLD19Y,3ZFRE2BDQ9RISIG5UZHTKMGZ4IEXZ7,Fri Jun 05 04:47:41 PDT 2015,Fri Jun 05 04:51:03 PDT 2015,2015-06-05 12:52:41 UTC,Old Town IT,41
3R2UR8A0IBT8FY0RITBET74EZZGOXR,A2I159VITLD19Y,39WICJI5AT56CK9RAAA5D6RVXNCZ38,Fri Jun 05 04:46:54 PDT 2015,Fri Jun 05 04:47:06 PDT 2015,2015-06-05 12:47:39 UTC,Odyssey Telecommunications,5
3G5W44VEU8VE3LKMVRJHY4NAC37KG6,A29CE8ETC87GV6,3SNR5F7R926NRS0EZQ3FW2S2SY9EIO,Thu Jun 04 16:57:30 PDT 2015,Thu Jun 04 16:58:00 PDT 2015,2015-06-05 01:02:45 UTC,Oclaro,1437
