AssignmentId,HITId,WorkerId,AcceptTime,SubmitTime,ApprovalTime,Answer.state,Answer.gdp
3QFUFYSY9ZSNBJZOZFQJ92Y2BRDF4J,3D1UCPY6GGMRSO841KAS0MUQWIO38U,A1XQ5ROBYTC60P,Fri Apr 24 15:18:54 PDT 2015,Fri Apr 24 15:20:01 PDT 2015,2015-04-24 23:22:40 UTC,Tennessee,252.13
37WLF8U1WQ3C6SVGJEAVMDALFDB6K6,3WKGUBL7SZZ7PRBRVNOFFW82UII4L1,A22XGLSLP1SE1Z,Fri Apr 24 07:01:03 PDT 2015,Fri Apr 24 07:01:28 PDT 2015,2015-04-24 15:02:39 UTC,Tennessee,2496.00
3P1L2B7AD22DF4J24A8QID9RPCALOB,3AA88CN98PGC3S7TZU0LGLZU0JCKYZ,A1C2X7GXX7Z6FE,Thu Apr 23 13:29:36 PDT 2015,Thu Apr 23 13:29:52 PDT 2015,2015-04-23 21:33:04 UTC,Tennessee,252127.00
3R5F3LQFV3XXKT06JBZZQSKP4N4ZOY,3IHWR4LC7DQ6IRQNMNHF4SWFF0L8IZ,A1MW021IG07IMF,Fri Apr 24 23:13:46 PDT 2015,Fri Apr 24 23:14:16 PDT 2015,2015-04-25 07:17:41 UTC,Tennessee,252127.00
3EFVCAY5L4M4ZM8MU87H5C6Z6EB8JV,3K3G488TR2L0C7V41XFL1ADA4K0Q5H,ANB51V4Y2O7FR,Wed Apr 22 10:53:48 PDT 2015,Wed Apr 22 10:54:11 PDT 2015,2015-04-22 18:57:42 UTC,Tennessee,252127.00
30OG32W0SVOHRD9YM9L9QTJ2QA9ENH,3CMIQF80GN3WVBVI6GPQTGRA0FBQ6X,A39YPFUJEDE08X,Sun Apr 26 13:25:17 PDT 2015,Sun Apr 26 13:25:48 PDT 2015,2015-04-26 21:27:37 UTC,Tennessee,252.13
3KGTPGBS6YY2RNHRQQ2U2N271Z7U2A,3NFWQRSHVER11FUF4DNIT80LNR5FGU,A1EVP0WFE4VLH9,Fri Apr 24 07:02:29 PDT 2015,Fri Apr 24 07:02:49 PDT 2015,2015-04-24 15:07:39 UTC,Tennessee,252127.00
37XITHEISXMN9DHCJPWV9PO96SNCR6,3Y40HMYLL1V16JMVOCIL3U1J04GXU3,ALDKDKRBR4LXD,Fri Apr 24 19:30:02 PDT 2015,Fri Apr 24 19:30:39 PDT 2015,2015-04-25 03:32:39 UTC,Tennessee,249600.00
37WLF8U1WQ3C6SVGJEAVMDALFD16KW,3I7SHAD35M9OEWBVXXN1IL71LPY7MQ,A3VOV4F5L8131I,Fri Apr 24 02:24:00 PDT 2015,Fri Apr 24 02:24:23 PDT 2015,2015-04-24 10:27:40 UTC,Tennessee,252127.00
31QTRG6Q2UQF03222PAV1LGD8X0PYG,3WKGUBL7SZZ7PRBRVNOFFW82UII4L1,A3VOV4F5L8131I,Fri Apr 24 02:31:53 PDT 2015,Fri Apr 24 02:32:05 PDT 2015,2015-04-24 10:32:41 UTC,South Dekota,36959.00
3R0T90IZ1TPWKN8Y3E2JALA24KSGCW,3S1L4CQSFXI0ROHCIDV8XMPIPWSAFD,A1MW021IG07IMF,Fri Apr 24 23:24:39 PDT 2015,Fri Apr 24 23:25:19 PDT 2015,2015-04-25 07:27:41 UTC,South Dekota,36959.00
3GFK2QRXXAU7IOPJ39JTIIQG6TE5WY,3XAOZ9UYRZ41OPUL0AD9YK0TS4VQ1Z,A39YPFUJEDE08X,Sun Apr 26 13:10:10 PDT 2015,Sun Apr 26 13:10:36 PDT 2015,2015-04-26 21:12:38 UTC,South Dekota,36.96
3CFJTT4SXU344XJX2LUBFBV4ILQ7IH,37ZQELHEQ0BDHH3ID44QEITRL43NMH,A1A3UEP77EU2RN,Fri Apr 24 22:28:23 PDT 2015,Fri Apr 24 22:28:37 PDT 2015,2015-04-25 06:32:41 UTC,South Dekota,37000.00
3M81GAB8A1W4N7A6SAB0TF8MSPKQBJ,3DWNFENNE381U1NRS2C2ZHVAQTD4JZ,A2PAX92BHHMAPP,Mon Apr 27 08:09:26 PDT 2015,Mon Apr 27 08:10:49 PDT 2015,2015-04-27 16:12:39 UTC,South Dekota,36959.00
3EFVCAY5L4M4ZM8MU87H5C6Z6HB8J1,3SSN80MU8C1N3NHJUYEJX7SLYDIKXT,APLQSM4J9E6LR,Thu Apr 23 04:46:04 PDT 2015,Thu Apr 23 04:46:18 PDT 2015,2015-04-23 12:47:38 UTC,South Dekota,36959.00
3KOPY89HM9FIYP2GIRCLEVYOQTN3J4,3SSN80MU8C1N3NHJUYEJX7SLYDIKXT,ANB51V4Y2O7FR,Wed Apr 22 18:00:30 PDT 2015,Wed Apr 22 18:01:33 PDT 2015,2015-04-23 02:02:36 UTC,South Dekota,36959.00
3N4BPTXIO95X83LHFW8Y2JO1IXHKU6,3R16PJFTS34W5LT9ANCE0WVN5ID4KY,A2CGIO3YQYJ92M,Thu Apr 23 00:31:16 PDT 2015,Thu Apr 23 00:31:41 PDT 2015,2015-04-23 08:32:37 UTC,South Dekota,0.04
3XXU1SWE8N8BG40F5YHPJYXYXT8A0X,3YZ7A3YHR56CPNAHT14QWASBM8M5SM,ANB51V4Y2O7FR,Wed Apr 22 11:36:37 PDT 2015,Wed Apr 22 11:37:19 PDT 2015,2015-04-22 19:37:36 UTC,South Dekota,36959.00
3H7Z272LX8KV04V3JAL57DEHZD8LPM,3FVBZG9CLJRO47A0L1MFB1PIWPU0HB,AYALPYEQ512PP,Wed Apr 22 09:19:34 PDT 2015,Wed Apr 22 09:20:02 PDT 2015,2015-04-22 17:22:38 UTC,South Dekota,36959.00
3A4NIXBJ77CPF1YQRUTDQ9KMUHJLMU,3909MD9T2ZU3H1YOYIXUT5F9ABQFED,AOCZ2532BJZF3,Sun Apr 26 06:47:35 PDT 2015,Sun Apr 26 06:47:57 PDT 2015,2015-04-26 14:52:39 UTC,South Dekota,35276.00
3VHP9MDGROXQ6NC3SUW1S0AQ34EFCG,3WPCIUYH1AL8802PX7RZ4RCP18YDTR,ALDKDKRBR4LXD,Fri Apr 24 20:09:39 PDT 2015,Fri Apr 24 20:10:54 PDT 2015,2015-04-25 04:12:36 UTC,South Dekota,37400.00
3ZSANO2JCGK6D41ZPGM175E8P1WFSU,3IHWR4LC7DQ6IRQNMNHF4SWFF0L8IZ,AYALPYEQ512PP,Wed Apr 22 10:03:12 PDT 2015,Wed Apr 22 10:03:37 PDT 2015,2015-04-22 18:07:38 UTC,South Dekota,37386.00
3ZAZR5XV02VWB433T6Q8VSQ8F70CZP,302U8RURJZEW74XRRW5H1EC4CXFVN6,A1C2X7GXX7Z6FE,Thu Apr 23 13:38:59 PDT 2015,Thu Apr 23 13:39:19 PDT 2015,2015-04-23 21:42:43 UTC,South Dekota,36959.00
3TPZPLC3M1PEK05ED4H5BRK0ZZQ3PF,3CMIQF80GN3WVBVI6GPQTGRA0FBQ6X,A3IDJZM7H7WRU7,Sat Apr 25 20:18:57 PDT 2015,Sat Apr 25 20:19:18 PDT 2015,2015-04-26 04:22:37 UTC,South Dekota,36959.00
39RP059MEI6D2SCE0H4JC6OHIIVBMD,3W0KKJIARRMXOMGBMQ2RH8BS74A8KA,A2KNE9E89YLQ3A,Thu Apr 23 18:42:13 PDT 2015,Thu Apr 23 18:42:23 PDT 2015,2015-04-24 02:42:40 UTC,South Dekota,36.96
3F6KKYWMNCECZ7VYQEAPKB1HQXQDN3,3VO4XFFP15ZFZB9NPQUIZUR6VQVQ7W,A1PX3VHCGYY0XS,Sat Apr 25 11:37:56 PDT 2015,Sat Apr 25 11:38:10 PDT 2015,2015-04-25 19:42:38 UTC,South Dekota,42.93
39RP059MEI6D2SCE0H4JC6OHIJGBM0,3JVP4ZJHDP5O02LKRJ40BDQXW290I4,A1EVP0WFE4VLH9,Fri Apr 24 06:46:00 PDT 2015,Fri Apr 24 06:46:26 PDT 2015,2015-04-24 14:47:39 UTC,South Dekota,36959.00
3Q5C1WP23NEEHN9G6LU8PS0MADK518,3ZXV7Q5FJB1OK3EA2RRZ3HF6PZDFCK,A1A3UEP77EU2RN,Fri Apr 24 22:28:09 PDT 2015,Fri Apr 24 22:28:23 PDT 2015,2015-04-25 06:32:41 UTC,South Carolina,156000.00
3WZ36BJEV4THFN2Y9E5VYKJ9CQDTBI,3ZXV7Q5FJB1OK3EA2RRZ3HF6PZDFCK,A1C2X7GXX7Z6FE,Thu Apr 23 13:33:10 PDT 2015,Thu Apr 23 13:33:43 PDT 2015,2015-04-23 21:37:46 UTC,South Carolina,156384.00
35USIKEBNSTDEYGJGR2BE5RP98FN6R,3OID399FXGKYPVKO2NMANNXOAZPFDK,A1EVP0WFE4VLH9,Fri Apr 24 06:55:13 PDT 2015,Fri Apr 24 06:55:43 PDT 2015,2015-04-24 14:57:41 UTC,South Carolina,156384.00
3K772S5NP9OPHHNNJBQWL9M64UVHEY,3KLL7H3EGDE4X8BGOYA4WUF8QL6VHX,A22XGLSLP1SE1Z,Fri Apr 24 06:59:56 PDT 2015,Fri Apr 24 07:00:38 PDT 2015,2015-04-24 15:02:39 UTC,South Carolina,1618.00
33PPO7FECWSKL6K7TYXXF3504QADIL,3KWGG5KP6JFUQD6ROEVCY7ZFM0PCMO,AYALPYEQ512PP,Wed Apr 22 09:08:24 PDT 2015,Wed Apr 22 09:08:57 PDT 2015,2015-04-22 17:12:38 UTC,South Carolina,156384.00
3YZ8UPK3VUZFP59TNJR0E0BTDUOCUD,37Y5RYYI0PILR6URZ7NLOTJVF7VXSN,A39YPFUJEDE08X,Sun Apr 26 13:20:22 PDT 2015,Sun Apr 26 13:20:48 PDT 2015,2015-04-26 21:22:38 UTC,South Carolina,156.38
3B4YI393VA9FH96LV0M0E4XNEY8SSM,3M93N4X8HK0KWMP2I38KXKBG49GSJU,A1MW021IG07IMF,Fri Apr 24 23:18:07 PDT 2015,Fri Apr 24 23:18:21 PDT 2015,2015-04-25 07:22:41 UTC,South Carolina,156384.00
39PAAFCODNDWO104EVWVZWDGFJSVTR,3MDWE879UHFW9OVRL5VCI1ND4GJB9I,A22XGLSLP1SE1Z,Fri Apr 24 07:00:39 PDT 2015,Fri Apr 24 07:01:03 PDT 2015,2015-04-24 15:02:39 UTC,South Carolina,374.00
3ZSY5X72NYOOI2EF9U5M4PIQV3GORJ,33TGB4G0LPUM6676O7SBYYFHHQ9XTC,A35THTU3KDJ2Q7,Thu Apr 23 07:49:47 PDT 2015,Thu Apr 23 07:52:58 PDT 2015,2015-04-23 15:57:43 UTC,South Carolina,159.65
3YDGXNSEO07EW4P1R1KDZAHGOHH48W,3SD15I2WD274OAPG85DUG8YZQNY368,AYALPYEQ512PP,Wed Apr 22 10:02:42 PDT 2015,Wed Apr 22 10:03:07 PDT 2015,2015-04-22 18:07:38 UTC,South Carolina,161779.00
3EQHHY4HQT5BL2ZJO4FBWF4SC4UG5E,3ZXNP4Z39RY48ETAXLMMI8SCLK87LO,A3IDJZM7H7WRU7,Sat Apr 25 20:13:58 PDT 2015,Sat Apr 25 20:14:13 PDT 2015,2015-04-26 04:17:36 UTC,South Carolina,156436.00
32EYX73OY1MJV7YC5GHV3VAFDPFRUA,3AA88CN98PGC3S7TZU0LGLZU0JCKYZ,APLQSM4J9E6LR,Thu Apr 23 00:44:32 PDT 2015,Thu Apr 23 00:44:53 PDT 2015,2015-04-23 08:47:37 UTC,South Carolina,156384.00
3D3VGR7TA1SZWDLTQWLUGMKF0IS3RN,3P7RGTLO6EQB7A9QJOM5DZHNXS9AKF,AOCZ2532BJZF3,Sun Apr 26 06:52:57 PDT 2015,Sun Apr 26 06:53:22 PDT 2015,2015-04-26 14:57:39 UTC,South Carolina,146626.00
33CUSNVVNOPFF5C334AQGMXLQBU884,3K3G488TR2L0C7V41XFL1ADA4K0Q5H,A1PX3VHCGYY0XS,Sat Apr 25 11:37:20 PDT 2015,Sat Apr 25 11:37:41 PDT 2015,2015-04-25 19:42:38 UTC,South Carolina,32.27
3VSOLARPKCMTSDP7WFL8P1KLUN7939,3SV8KD29L45C8IHYVG24US8W6DGKZQ,ANB51V4Y2O7FR,Wed Apr 22 10:58:01 PDT 2015,Wed Apr 22 10:58:33 PDT 2015,2015-04-22 19:02:39 UTC,South Carolina,156384.00
3A9AA95ATXZHYFSIRN5YQOIKDTD5PZ,3W0KKJIARRMXOMGBMQ2RH8BS74A8KA,ALDKDKRBR4LXD,Fri Apr 24 19:36:24 PDT 2015,Fri Apr 24 19:37:01 PDT 2015,2015-04-25 03:37:48 UTC,South Carolina,161800.00
3F6KKYWMNCECZ7VYQEAPKB1HQUUNDB,309D674SHZYY7M2UXP53KROLA1MBCZ,A3VOV4F5L8131I,Fri Apr 24 02:26:49 PDT 2015,Fri Apr 24 02:27:08 PDT 2015,2015-04-24 10:27:41 UTC,South Carolina,156384.00
32Q90QCQ1TYGJ7OVPWTTY12YW6ZEKP,3I7SHAD35M9OEWBVXXN1IL71LPY7MQ,APLQSM4J9E6LR,Wed Apr 22 09:02:55 PDT 2015,Wed Apr 22 09:03:14 PDT 2015,2015-04-22 17:07:38 UTC,South Carolina,156384.00
31JLPPHS2V7WZ0TDY44QMRFAPQX3OT,32XN26MTXZWQQ3TQCM1D3TIPD62L02,A2KNE9E89YLQ3A,Thu Apr 23 18:41:57 PDT 2015,Thu Apr 23 18:42:12 PDT 2015,2015-04-24 02:42:40 UTC,South Carolina,156.38
34PGFRQONPOFPN44SBNNJS9LOMHWJ3,3XDSWAMB225LBS4JG72TFGJKW1MCQB,ANB51V4Y2O7FR,Wed Apr 22 17:53:09 PDT 2015,Wed Apr 22 17:53:35 PDT 2015,2015-04-23 01:57:37 UTC,South Carolina,156384.00
3A1PQ49WVIUQXGTB7NVHEP3CFICH1U,3XDSWAMB225LBS4JG72TFGJKW1MCQB,A2CGIO3YQYJ92M,Thu Apr 23 00:25:35 PDT 2015,Thu Apr 23 00:25:50 PDT 2015,2015-04-23 08:27:37 UTC,South Carolina,0.16
34Z02EIMITQGV0ZOBY86E3NQLLQT04,3OKP4QVBP2A65OD7TX1QF7PUQBSAGC,APLQSM4J9E6LR,Thu Apr 23 04:44:59 PDT 2015,Thu Apr 23 04:45:18 PDT 2015,2015-04-23 12:47:38 UTC,Rhode Island,47364.00
3L70J4KAZHZ5FO19HA5KY5HHROOAD9,3KLL7H3EGDE4X8BGOYA4WUF8QL6HVJ,A1A3UEP77EU2RN,Fri Apr 24 22:28:01 PDT 2015,Fri Apr 24 22:28:08 PDT 2015,2015-04-25 06:32:40 UTC,Rhode Island,47000.00
3B4YI393VA9FH96LV0M0E4XNERYSSY,3XAOZ9UYRZ41OPUL0AD9YK0TS4VQ1Z,ANB51V4Y2O7FR,Wed Apr 22 11:35:09 PDT 2015,Wed Apr 22 11:35:32 PDT 2015,2015-04-22 19:37:36 UTC,Rhode Island,47364.00
3ERET4BTVNMZOBXEHLD76N1N5EI9KJ,3MYASTQBG7OVGKAXG3X4ZM12H1ZDQD,A1EVP0WFE4VLH9,Fri Apr 24 06:46:28 PDT 2015,Fri Apr 24 06:46:59 PDT 2015,2015-04-24 14:47:39 UTC,Rhode Island,47364.00
3IGI0VL648X334MNGNO5V5DGU81NO8,33J5JKFMK6BXYS80NERSMDFQQO9Q3R,A3VOV4F5L8131I,Fri Apr 24 02:31:36 PDT 2015,Fri Apr 24 02:31:52 PDT 2015,2015-04-24 10:32:41 UTC,Rhode Island,47364.00
31LVTDXBL8NGCHBIW2PUC8EW0Z7LRX,3M93N4X8HK0KWMP2I38KXKBG49GSJU,A2KNE9E89YLQ3A,Thu Apr 23 18:41:45 PDT 2015,Thu Apr 23 18:41:55 PDT 2015,2015-04-24 02:42:39 UTC,Rhode Island,47.36
34MAJL3QP50SV7JVFKPH8T958Z043N,3SSN80MU8C1N3NHJUYEJX7SLYDIKXT,A23JSI7QCNNTLT,Thu Apr 23 19:57:30 PDT 2015,Thu Apr 23 19:57:52 PDT 2015,2015-04-24 04:02:36 UTC,Rhode Island,48.72
3JRJSWSMQIYAN9GO4Q1UHFLWLKF3E5,37NXA7GVSTJ6J4U6FJP2OM8F72FVL4,AYALPYEQ512PP,Wed Apr 22 09:18:16 PDT 2015,Wed Apr 22 09:18:58 PDT 2015,2015-04-22 17:22:38 UTC,Rhode Island,47364.00
3T3IWE1XG704JT4NSW2LT9E8YUPQTA,3YZ7A3YHR56CPNAHT14QWASBM8M5SM,A3IDJZM7H7WRU7,Sat Apr 25 20:18:24 PDT 2015,Sat Apr 25 20:18:38 PDT 2015,2015-04-26 04:22:37 UTC,Rhode Island,47364.00
3FIUS151DWF91ZO350Y20CVH2DDGG1,30U1YOGZGA97T0PA87M9UMG3ZPKDS2,AOCZ2532BJZF3,Sat Apr 25 22:32:31 PDT 2015,Sat Apr 25 22:32:53 PDT 2015,2015-04-26 06:37:36 UTC,Rhode Island,43625.00
31Z0PCVWULSUDBZ8WXTFTIXDTXZT73,3UUIU9GZC5ID4NNWI19G6FOXOR05TB,ANB51V4Y2O7FR,Wed Apr 22 17:59:19 PDT 2015,Wed Apr 22 17:59:37 PDT 2015,2015-04-23 02:02:36 UTC,Rhode Island,47364.00
339ANSOTR6FSZCQHLFJKJG0QO7TIK5,3P520RYKCHJS402LI6ZQBBAZ7575U2,A1PX3VHCGYY0XS,Sat Apr 25 11:37:03 PDT 2015,Sat Apr 25 11:37:16 PDT 2015,2015-04-25 19:37:38 UTC,Rhode Island,41.16
3SPJ033422GJESZ47C5B4PU1ZZCYJ9,3P520RYKCHJS402LI6ZQBBAZ7575U2,ALDKDKRBR4LXD,Fri Apr 24 20:05:51 PDT 2015,Fri Apr 24 20:06:38 PDT 2015,2015-04-25 04:07:38 UTC,Rhode Island,47000.00
3WJEQKOXA9FBNTLX1HLPX3G82U5A19,3EHIMLB7F7C6MWF3G5ZU4GV0FN68H6,A39YPFUJEDE08X,Sun Apr 26 13:11:30 PDT 2015,Sun Apr 26 13:11:57 PDT 2015,2015-04-26 21:12:38 UTC,Rhode Island,47.36
34S6N1K2ZWW3NNXF0XD0Y4CQDPJLH8,3Z8UJEJOCZQR6TRE6CG60IP1GO639J,A2CGIO3YQYJ92M,Thu Apr 23 00:30:42 PDT 2015,Thu Apr 23 00:30:59 PDT 2015,2015-04-23 08:32:37 UTC,Rhode Island,0.05
3LQ8PUHQFM51XMP9FUGN6OKYWPQHIZ,3O71U79SRB2AXUVNL0LCDC3X83BSMY,A1MW021IG07IMF,Fri Apr 24 23:24:05 PDT 2015,Fri Apr 24 23:24:17 PDT 2015,2015-04-25 07:27:41 UTC,Rhode Island,47364.00
3SPJ033422GJESZ47C5B4PU1ZT9YJU,3X0EMNLXEP2WAP947BI953HZCCGVP2,AYALPYEQ512PP,Wed Apr 22 10:01:57 PDT 2015,Wed Apr 22 10:02:36 PDT 2015,2015-04-22 18:07:38 UTC,Rhode Island,46954.00
3WQQ9FUS6B7YH3AA6GU07ONMYJY8BQ,3KG2UQJ0MJ142W1A5XB7VRDWV50NQ4,A2PAX92BHHMAPP,Mon Apr 27 08:10:53 PDT 2015,Mon Apr 27 08:11:24 PDT 2015,2015-04-27 16:12:39 UTC,Rhode Island,47364.00
3Z9WI9EOZ01S3HFXFX1ZJ4ZBORQKHK,3XDSWAMB225LBS4JG72TFGJKW1MCQB,A22XGLSLP1SE1Z,Fri Apr 24 06:59:29 PDT 2015,Fri Apr 24 06:59:55 PDT 2015,2015-04-24 15:02:39 UTC,Rhode Island,470.00
3NL0RFNU0G0YR5R20QHGPFQ7JL5K4X,3JVP4ZJHDP5O02LKRJ40BDQXW290I4,A1C2X7GXX7Z6FE,Thu Apr 23 13:38:23 PDT 2015,Thu Apr 23 13:38:42 PDT 2015,2015-04-23 21:42:43 UTC,Rhode Island,47364.00
3I0BTBYZAYYCCMYIL4V5MKF50MGY04,3RZS0FBRWKN0BG34GUN4FBTAR50CPK,A2CGIO3YQYJ92M,Thu Apr 23 00:16:56 PDT 2015,Thu Apr 23 00:17:56 PDT 2015,2015-04-23 08:22:36 UTC,Pennyslvania,0.53
3HL8HNGX46EO8P50GAMAQA9IXJMF9A,3D17ECOUOE89HOOJ2Z1DLC7IICI31A,A1A3UEP77EU2RN,Fri Apr 24 22:27:50 PDT 2015,Fri Apr 24 22:28:00 PDT 2015,2015-04-25 06:32:40 UTC,Pennyslvania,553000.00
3NGI5ARFTUIIAXRZQ03MNY53173P1K,3GKAWYFRAP6AG89IGQIFZHBSC5DDPM,AYALPYEQ512PP,Wed Apr 22 09:24:11 PDT 2015,Wed Apr 22 09:25:33 PDT 2015,2015-04-22 17:27:37 UTC,Pennyslvania,553301.00
3HFNH7HEMIR0EOIH8W3EUQZJ8X4QGI,372AGES0I4I9QRUEKINGYJEZT5CXRZ,A1EVP0WFE4VLH9,Fri Apr 24 06:36:39 PDT 2015,Fri Apr 24 06:37:40 PDT 2015,2015-04-24 14:42:40 UTC,Pennyslvania,583640.00
326O153BMJB851ILXF76UO78C22EDM,3BO3NEOQM0UK1FJ2JL1T0J2A5OKAI4,A22XGLSLP1SE1Z,Fri Apr 24 06:58:58 PDT 2015,Fri Apr 24 06:59:28 PDT 2015,2015-04-24 15:02:38 UTC,Pennyslvania,5719.00
3JC6VJ2SACWABBMG24N10TTPE9HA5W,3BO3NEOQM0UK1FJ2JL1T0J2A5OKAI4,A3IDJZM7H7WRU7,Sat Apr 25 20:07:32 PDT 2015,Sat Apr 25 20:08:24 PDT 2015,2015-04-26 04:12:37 UTC,Pennyslvania,553301.00
3KWTYT0871GR7UDKZVCR97908LKL5T,34R3P23QHSEHCXBLE8F0IWYMXU8HWT,AOCZ2532BJZF3,Sat Apr 25 22:34:12 PDT 2015,Sat Apr 25 22:34:50 PDT 2015,2015-04-26 06:37:36 UTC,Pennyslvania,499495.00
3MYYFCXHJ4KTPJVJAZW1RNYEC6UG40,33TGB4G0LPUM6676O7SBYYFHHQ9XTC,ALDKDKRBR4LXD,Fri Apr 24 19:21:29 PDT 2015,Fri Apr 24 19:22:03 PDT 2015,2015-04-25 03:22:38 UTC,Pennyslvania,571900.00
3NAPMVF0ZXS0TC5VDI9JSVONTN827C,3SSN80MU8C1N3NHJUYEJX7SLYDIKXT,A1C2X7GXX7Z6FE,Thu Apr 23 13:23:30 PDT 2015,Thu Apr 23 13:23:54 PDT 2015,2015-04-23 21:28:54 UTC,Pennyslvania,0.55
3UJ1CZ6IZI2EB78AJ49SLTNV08P5SA,3UEDKCTP9V3TO8BSCLAL38FXWK37KL,ANB51V4Y2O7FR,Wed Apr 22 17:40:37 PDT 2015,Wed Apr 22 17:40:54 PDT 2015,2015-04-23 01:42:36 UTC,Pennyslvania,553301.00
3MYYFCXHJ4KTPJVJAZW1RNYEC0L4G3,3MWOYZD5WV11HKOUQKJ36MIWG4INOW,APLQSM4J9E6LR,Wed Apr 22 08:07:12 PDT 2015,Wed Apr 22 08:07:27 PDT 2015,2015-04-22 16:07:37 UTC,Pennyslvania,553301.00
37U1UTWH9WZLXARZ2DGQ73SQGV2R83,3BFNCI9LYK3NSA3LRFIMMMYVLYI377,ANB51V4Y2O7FR,Wed Apr 22 10:42:12 PDT 2015,Wed Apr 22 10:42:49 PDT 2015,2015-04-22 18:47:37 UTC,Pennyslvania,553301.00
39OWYR0EPL439QD8OMEQPR296S9FY1,3WKGUBL7SZZ7PRBRVNOFFW82UII4L1,A1MW021IG07IMF,Fri Apr 24 23:06:44 PDT 2015,Fri Apr 24 23:07:17 PDT 2015,2015-04-25 07:07:42 UTC,Pennyslvania,553301.00
39RP059MEI6D2SCE0H4JC6OHIIYMBR,3WPCIUYH1AL8802PX7RZ4RCP18YDTR,A23JSI7QCNNTLT,Thu Apr 23 20:00:52 PDT 2015,Thu Apr 23 20:01:20 PDT 2015,2015-04-24 04:02:36 UTC,Pennyslvania,584.41
3I2PTA7R3U75GAE0YNOTSIRCFG9KQ7,3HKIF5DF6YAS05321RNQJCEAKTBG94,A1PX3VHCGYY0XS,Sat Apr 25 11:36:35 PDT 2015,Sat Apr 25 11:36:50 PDT 2015,2015-04-25 19:37:38 UTC,Pennyslvania,39.50
3RSDURM96BZB3CDCTBUK79H9UPLYEP,30P8I9JKOIYSHFRLNW9V7XCILCG5VR,A2KNE9E89YLQ3A,Thu Apr 23 18:41:36 PDT 2015,Thu Apr 23 18:41:45 PDT 2015,2015-04-24 02:42:39 UTC,Pennyslvania,553.30
3VJ40NV2QJ01YHR7DJAH44J8JL1TOJ,3O71U79SRB2AXUVNL0LCDC3X83BSMY,AYALPYEQ512PP,Wed Apr 22 10:01:26 PDT 2015,Wed Apr 22 10:01:52 PDT 2015,2015-04-22 18:02:40 UTC,Pennyslvania,571948.00
3R6BYFZZP8PE9LNYJQSO6DV04LJXFF,3PZDSVZ3J5UXDREC704USOCRZDI4N3,A3VOV4F5L8131I,Fri Apr 24 02:20:15 PDT 2015,Fri Apr 24 02:20:31 PDT 2015,2015-04-24 10:22:39 UTC,Pennyslvania,553301.00
3ZV9H2YQQEK4492FPQV03LSWSORW3L,3S1L4CQSFXI0ROHCIDV8XMPIPWSAFD,ANB51V4Y2O7FR,Wed Apr 22 10:57:05 PDT 2015,Wed Apr 22 10:57:31 PDT 2015,2015-04-22 18:57:43 UTC,Oregon,161573.00
3YMU66OBIOLN1VJEP6GKLC7IHEZHGC,3D17ECOUOE89HOOJ2Z1DLC7IICI31A,AOCZ2532BJZF3,Sun Apr 26 07:01:00 PDT 2015,Sun Apr 26 07:01:27 PDT 2015,2015-04-26 15:02:40 UTC,Oregon,169559.00
373ERPL3YPL4VUJN5BRLYZODUG3TRQ,3OID399FXGKYPVKO2NMANNXOAZPFDK,A1PX3VHCGYY0XS,Sat Apr 25 11:36:13 PDT 2015,Sat Apr 25 11:36:30 PDT 2015,2015-04-25 19:37:38 UTC,Oregon,45.16
34J10VATJGBEAFOCYK3HF2CZNB5QIL,3JUDR1D0D648DACHJEDN33AYKA9Q2G,ALDKDKRBR4LXD,Fri Apr 24 19:34:49 PDT 2015,Fri Apr 24 19:35:18 PDT 2015,2015-04-25 03:37:47 UTC,Oregon,179400.00
3B3WTRP3DCF47VTOSF736RFTODX92W,3G9UA71JVV7YDO5AU0A92TFKHV37JM,A1C2X7GXX7Z6FE,Thu Apr 23 13:31:54 PDT 2015,Thu Apr 23 13:32:17 PDT 2015,2015-04-23 21:33:04 UTC,Oregon,161473.00
3TK8OJTYM2YYW97XXENBUMCJQCKVPR,3DWNFENNE381U1NRS2C2ZHVAQTD4JZ,ANB51V4Y2O7FR,Wed Apr 22 17:52:24 PDT 2015,Wed Apr 22 17:52:44 PDT 2015,2015-04-23 01:57:37 UTC,Oregon,161573.00
3MB8LZR5BG6UPDYN6IGXBWSI59KKLE,37NXA7GVSTJ6J4U6FJP2OM8F72FVL4,A1A3UEP77EU2RN,Fri Apr 24 22:27:43 PDT 2015,Fri Apr 24 22:27:49 PDT 2015,2015-04-25 06:32:40 UTC,Oregon,162000.00
3JRJSWSMQIYAN9GO4Q1UHFLWLORE30,35XW21VSVGRQRCD2LOKXDZO88YLSLW,A2KNE9E89YLQ3A,Thu Apr 23 18:41:25 PDT 2015,Thu Apr 23 18:41:35 PDT 2015,2015-04-24 02:42:39 UTC,Oregon,161.57
3A1PQ49WVIUQXGTB7NVHEP3CFLRH1F,3E22YV8GG1JJ2K0V5KWIVMNMQ9ENPD,A1EVP0WFE4VLH9,Fri Apr 24 06:56:26 PDT 2015,Fri Apr 24 06:56:55 PDT 2015,2015-04-24 14:57:42 UTC,Oregon,161573.00
34S9DKFK742FXIQPMAX3XWBI8HRNY8,3WPCIUYH1AL8802PX7RZ4RCP18YDTR,AVLSHO1ZJ5MZQ,Thu Apr 23 20:47:57 PDT 2015,Thu Apr 23 20:50:10 PDT 2015,2015-04-24 04:52:36 UTC,Oregon,1616.00
