AssignmentId,WorkerId,HITId,AcceptTime,SubmitTime,ApprovalTime,Answer.name,pub,sigmod,vldb,year,pub/year,vldb/year,sigmod/year
3MMN5BL1W0H8ZX81LOPDUNQ5V2KM3O,A8L450UGY77XB,32TMVRKDGNBCAKR81YFBARMWARL843,Fri May 01 07:30:09 PDT 2015,Fri May 01 07:31:34 PDT 2015,2015-05-01 15:32:37 UTC,Letao Qi,1,0,0,2,0.5,0,0
3N4BPTXIO95X83LHFW8Y2JO1JASKU8,ASKDA7P5TIOVT,336OE47KI2XMUY65JXW4XXPV5IKWVH,Thu Apr 30 21:34:52 PDT 2015,Thu Apr 30 21:38:59 PDT 2015,2015-05-01 05:42:36 UTC,Mengmeng Liu,19,3,0,6,3.166666667,0.5,0.5
3DI28L7YXBRED629HMNBTM6ZOFHE1Z,AV3CA0IYNRCCJ,322ZSN9Z5GXV84JW4WQ61NIJO454TN,Thu Apr 30 16:44:44 PDT 2015,Thu Apr 30 16:51:05 PDT 2015,2015-05-01 00:52:36 UTC,Orestis Polychroniou,7,3,0,5,1.4,0.6,0.6
3TESA3PJ32N9LJGBR6USQMZBVUZMM4,AYALPYEQ512PP,3511RHPADVREQXDP6ZKSNPJCM53RLQ,Sat May 02 02:22:14 PDT 2015,Sat May 02 02:31:34 PDT 2015,2015-05-02 10:32:37 UTC,Elissa Redmiles,2,0,0,1,2,0,0
3LUY3GC630DWLJ61FGKVO8WG452P74,A8L450UGY77XB,3MG8450X2ONWXAK42L849HFGYE8UPV,Tue Apr 28 13:12:13 PDT 2015,Tue Apr 28 13:16:45 PDT 2015,2015-04-28 21:17:37 UTC,David Hallac,0,0,0,2,0,0,0
33TIN5LC05NU8GMVL0EYFVGY45PY9Q,AYALPYEQ512PP,3TC2K6WK9GF276CLXKWNHCPYQDP827,Fri May 01 15:06:59 PDT 2015,Fri May 01 15:10:29 PDT 2015,2015-05-01 23:12:37 UTC,Jonathan Gluck,3,0,1,2,1.5,0.5,0
3LKC68YZ3BGTQYV18OFSROQ7OVVWOL,A8L450UGY77XB,3OND0WXMHWSNVXPUT8LUWQRMQZ4EHT,Fri May 01 07:51:33 PDT 2015,Fri May 01 07:54:49 PDT 2015,2015-05-01 15:57:38 UTC,Reihane Boghrati,5,0,0,2,2.5,0,0
3180JW2OT5PLC4PKWA0ETSW8401J5J,A8L450UGY77XB,3X4Q1O9UBHZCEZW7AD2EAPW6GYE7OO,Tue Apr 28 13:07:21 PDT 2015,Tue Apr 28 13:11:17 PDT 2015,2015-04-28 21:12:39 UTC,Justin Cheng,20,0,0,3,6.666666667,0,0
3IAEQB9FMFX2M14CIF1CGUE8JDMDWU,A8L450UGY77XB,3P458N04Q1USM7DT5S8FXB6RHMXX23,Tue Apr 28 18:23:37 PDT 2015,Tue Apr 28 18:26:20 PDT 2015,2015-04-29 02:27:36 UTC,Peter Lofgren,11,0,1,4,2.75,0.25,0
3M68NM076IKYTW8B9YJSNPWZAEKR6H,AYALPYEQ512PP,3PKJ68EHDN9V6DBM79WLT64EV70HJH,Wed Apr 29 23:16:08 PDT 2015,Wed Apr 29 23:23:48 PDT 2015,2015-04-30 07:27:36 UTC,Prasang Upadhyaya,17,5,2,5,3.4,1.4,1
3OJSZ2ATDT9SS9OIV1BHQ2RZEAF57N,AYALPYEQ512PP,3PKVGQTFIHXYQWKOPE9IHXL8VK7RYI,Sat May 02 02:34:13 PDT 2015,Sat May 02 02:40:47 PDT 2015,2015-05-02 10:42:37 UTC,Josh Reese,1,0,0,1,1,0,0
3Z9WI9EOZ01S3HFXFX1ZJ4ZBP2VHK9,ASKDA7P5TIOVT,33P2GD6NRN5QHXH4PUWXUL4RAW0HKG,Thu Apr 30 23:36:40 PDT 2015,Thu Apr 30 23:38:08 PDT 2015,2015-05-01 07:42:36 UTC,Justin Cheng,16,0,0,5,3.2,0,0
3W8CV64QJ3C8MLW6B0AATVLVE9D9H3,AYALPYEQ512PP,3SNR5F7R926NRS0EZQ3FW2S1QCJEIM,Fri May 01 15:25:10 PDT 2015,Fri May 01 15:28:07 PDT 2015,2015-05-01 23:32:39 UTC,Anupam Guha,7,0,0,3,2.333333333,0,0
3E47SOBEYR9AGEETT22MVXNIJ2XICD,A8L450UGY77XB,3S37Y8CWI8DN0LNQZ1VHO7PISYN4WD,Tue Apr 28 12:59:14 PDT 2015,Tue Apr 28 13:03:10 PDT 2015,2015-04-28 21:07:37 UTC,Ashton Anderson,10,0,0,5,2,0,0
3BV8HQ2ZZXE6UFMU7NX6SZ7PA9C6A2,AYALPYEQ512PP,3Y7LTZE0YTZQBEMAPU660FHU8DFZUL,Wed Apr 29 02:30:13 PDT 2015,Wed Apr 29 02:40:01 PDT 2015,2015-04-29 10:42:36 UTC,Daniel Crankshaw,6,0,0,2,3,0,0
3WJEQKOXA9FBNTLX1HLPX3G833Y1AC,AYALPYEQ512PP,3KWGG5KP6JFUQD6ROEVCY7ZFM9QMCH,Sat May 02 13:46:34 PDT 2015,Sat May 02 13:54:40 PDT 2015,2015-05-02 21:57:39 UTC,Philip Yang,2,0,0,5,0.4,0,0
3NPFYT4IZDHKNLJTUAY6OYVC58CGX6,A8L450UGY77XB,388CL5C1RJ0113ZMAU8Y9LH6ZW5HLJ,Wed Apr 29 12:14:02 PDT 2015,Wed Apr 29 12:15:55 PDT 2015,2015-04-29 20:17:36 UTC,Shrainik Jain,1,0,0,2,0.5,0,0
388U7OUMF8E3FLMW793BEOM8X9X0RK,A8L450UGY77XB,3GONHBMNHVB7Y6H1GSFK9500VRCZMT,Tue Apr 28 18:00:32 PDT 2015,Tue Apr 28 18:04:26 PDT 2015,2015-04-29 02:07:37 UTC,Robert West,18,0,0,5,3.6,0,0
3HPZF4IVNN6W6ETYXKOPHLH69LCCYU,AYALPYEQ512PP,3M93N4X8HK0KWMP2I38KXKBG4IHJS4,Tue Apr 28 19:07:10 PDT 2015,Tue Apr 28 19:13:26 PDT 2015,2015-04-29 03:17:36 UTC,Joy Arulraj,5,0,0,3,1.666666667,0,0
3KWTYT0871GR7UDKZVCR97909ULL5D,AYALPYEQ512PP,3TX9T2ZCB9E33IBFKUL7I32RTTQZWK,Sat May 02 04:59:27 PDT 2015,Sat May 02 05:02:56 PDT 2015,2015-05-02 13:07:37 UTC,Awalin Sopan,9,0,0,4,2.25,0,0
3C5W7UE9CG3KFVFF5DW113F91VRMXP,ASKDA7P5TIOVT,33Q5P9PUSPZUPK5A33L669VO1D7ZCA,Thu Apr 30 04:06:05 PDT 2015,Thu Apr 30 04:07:02 PDT 2015,2015-04-30 12:07:37 UTC,Tim Althoff,12,0,0,5,2.4,0,0
3LKC68YZ3BGTQYV18OFSROQ7OUMWOA,A8L450UGY77XB,3RTFSSG7T8JJYTUB5TUYAORTEKHWLX,Thu Apr 30 13:31:58 PDT 2015,Thu Apr 30 13:33:53 PDT 2015,2015-04-30 21:37:37 UTC,Alex Galakatos,3,0,0,2,1.5,0,0
3C44YUNSI22C2S7B6TNHO06CRKJDP8,A8L450UGY77XB,39HYCOOPKOY4V5C5OAQNIDHX792MDH,Fri May 01 07:01:18 PDT 2015,Fri May 01 07:25:44 PDT 2015,2015-05-01 15:27:36 UTC,"Zekai ""Jacob"" Gao",4,1,0,2,2,0.5,0.5
3WETL7AQWULARQNVTP8RDLFJ96553Q,ASKDA7P5TIOVT,373L46LKP7JM83CUDUZI6YK6NO4JKN,Thu Apr 30 05:41:51 PDT 2015,Thu Apr 30 05:43:28 PDT 2015,2015-04-30 13:47:36 UTC,Sanjay Krishnan,10,2,0,2,5,1,1
33M4IA01QHEBCBS7ALSIN29J8KQXRT,AV3CA0IYNRCCJ,3B6F54KMR2PD159YSE2ETKFUA1HS19,Fri May 01 10:07:07 PDT 2015,Fri May 01 10:11:26 PDT 2015,2015-05-01 18:12:37 UTC,Evan Sparks,9,1,0,4,2.25,0.25,0.25
336KAV9KYR5J8W1W0RZJ588KYYHY2Y,ASKDA7P5TIOVT,3D1UCPY6GGMRSO841KAS0MUQWRP83I,Thu Apr 30 21:47:08 PDT 2015,Thu Apr 30 21:48:23 PDT 2015,2015-05-01 05:52:36 UTC,Sudeepa Roy,7,1,1,5,1.4,0.4,0.2
39GAF6DQWSDVFHOVCCCLTQULN7I1VJ,A8L450UGY77XB,3SBNLSTU6UI4UCBO3ZGHQFD6MDJZDA,Tue Apr 28 18:31:26 PDT 2015,Tue Apr 28 18:33:50 PDT 2015,2015-04-29 02:37:36 UTC,Alexander Ratner,0,0,0,1,0,0,0
3GNA64GUZFH2YRTXR0KNQT8UJYQ5Q0,AV3CA0IYNRCCJ,3RIHDBQ1NEBL7LH7A69D9YWVZ1VHML,Thu Apr 30 09:12:16 PDT 2015,Thu Apr 30 09:18:06 PDT 2015,2015-04-30 17:22:37 UTC,Yongjoo Park,2,0,0,2,1,0,0
3TU5ZICBREELL9CZPYRQ2DILKMP8QY,AYALPYEQ512PP,3CZH926SICRTJL1ZE11B21IILUI4EX,Wed Apr 29 03:11:10 PDT 2015,Wed Apr 29 03:18:22 PDT 2015,2015-04-29 11:22:37 UTC,Gene Pang,3,1,0,2,1.5,0.5,0.5
3BWI6RSP7HMSOSHB624KUWXCQ017E6,AYALPYEQ512PP,3YLPJ8OXX8Q2PLSG96R3QQ3P10TX4Z,Wed Apr 29 19:05:04 PDT 2015,Wed Apr 29 19:06:37 PDT 2015,2015-04-30 03:07:37 UTC,Brandon Haynes,0,0,0,1,0,0,0
3K3R2QNK8CGDR72QBZH9CAAL8FPU9V,A8L450UGY77XB,3YLPJ8OXX8Q2PLSG96R3QQ3P10T4X6,Thu Apr 30 13:34:15 PDT 2015,Thu Apr 30 13:37:08 PDT 2015,2015-04-30 21:37:37 UTC,Alexander Kalinin,6,2,0,5,1.2,0.4,0.4
3JPSL1DZ5TCE10SM64JNUATB631NA2,AYALPYEQ512PP,3L60IFZKF3VZF7GWJ9T0HTOZIFWHHC,Fri May 01 13:56:56 PDT 2015,Fri May 01 14:00:00 PDT 2015,2015-05-01 22:02:38 UTC,Ethar Elsaka,1,0,0,6,0.166666667,0,0
3GLB5JMZFY86PFEC3AXUURSKQS9DGF,ASKDA7P5TIOVT,3UV0D2KX1MWLPZ1V9CLHKJ3IXVX4FF,Thu Apr 30 06:47:21 PDT 2015,Thu Apr 30 06:48:51 PDT 2015,2015-04-30 14:52:37 UTC,Srinivasan Iyer,18,0,0,1,18,0,0
3PPTZCWALRX055DMYOR3FXFPKYFQZB,A8L450UGY77XB,3P6ENY9P799ZB2RGPRBLH5PEISBHI5,Fri May 01 06:58:28 PDT 2015,Fri May 01 07:01:14 PDT 2015,2015-05-01 15:02:38 UTC,Balamurugan Anandan,3,0,0,6,0.5,0,0
34MAJL3QP50SV7JVFKPH8T959CT437,AYALPYEQ512PP,3QE4DGPGBROR3ZXQKWRZ243UYAX4GE,Fri May 01 20:48:41 PDT 2015,Fri May 01 20:55:00 PDT 2015,2015-05-02 04:57:36 UTC,Kristopher Micinski,7,0,0,4,1.75,0,0
3VFJCI1K40C0QPXHLBSEZG9O4QURGM,AYALPYEQ512PP,31N9JPQXIPVRP327M7ODMDLV4R5HNL,Tue Apr 28 21:42:19 PDT 2015,Tue Apr 28 21:52:36 PDT 2015,2015-04-29 05:57:40 UTC,Justin Cheng,20,0,0,3,6.666666667,0,0
388U7OUMF8E3FLMW793BEOM8YCF0R9,AV3CA0IYNRCCJ,3GITHABACYYNADZP3ML6Z9FTF8O2NP,Thu Apr 30 08:07:22 PDT 2015,Thu Apr 30 08:16:10 PDT 2015,2015-04-30 16:17:38 UTC,Matthew K Burgess,3,0,0,3,1,0,0
3LBXNTKX0S858BWLG4SWWH9P2ZT9XT,AYALPYEQ512PP,3YKP7CX6G2SSV57Y68XS45W79ZV7BK,Fri May 01 13:51:31 PDT 2015,Fri May 01 13:56:50 PDT 2015,2015-05-01 21:57:38 UTC,Ahmed Elgohary,9,0,0,1,9,0,0
3E1QT0TDFQM84BOGCQMHTBRZTBYI8T,AYALPYEQ512PP,3I4E7AFQ2KCLBM2H73DA7P7261VJTT,Tue Apr 28 22:02:50 PDT 2015,Tue Apr 28 22:10:50 PDT 2015,2015-04-29 06:12:40 UTC,Manas Joglekar,16,1,0,3,5.333333333,0.333333333,0.333333333
31Z0PCVWULSUDBZ8WXTFTIXDUBV7T6,A8L450UGY77XB,3UL5XDRDNCWU63V8F3YLFJSAANG858,Thu Apr 30 13:37:33 PDT 2015,Thu Apr 30 13:39:23 PDT 2015,2015-04-30 21:42:38 UTC,John Meehan,2,0,1,3,0.666666667,0.333333333,0
34V1S5K3GTESPWCPFHJ6W4W54QC693,A8L450UGY77XB,39I4RL8QGJU53VS1429HN4FVDAA4HD,Tue Apr 28 17:27:29 PDT 2015,Tue Apr 28 17:28:20 PDT 2015,2015-04-29 01:32:37 UTC,Semih Salihoglu,20,1,2,5,4,0.6,0.2
3IX2EGZR7CWAHRNITHDHWT14WK2RJL,AYALPYEQ512PP,36QZ6V1589QTA20WU2CY4MKRLYFUSB,Wed Apr 29 22:24:29 PDT 2015,Wed Apr 29 22:27:56 PDT 2015,2015-04-30 06:32:36 UTC,Ryan Maas,0,0,0,1,0,0,0
39DD6S19JQOB82NHPXW3LGQB1UEEZ8,AYALPYEQ512PP,3OB6JN3A9Q2YWFVA6BL7N2Y1MATRMS,Thu Apr 30 10:47:53 PDT 2015,Thu Apr 30 10:51:29 PDT 2015,2015-04-30 18:52:36 UTC,Melika Abolhassani,5,0,0,3,1.666666667,0,0
3ITXP059PXWMI6NV86DMM360ILSJS6,A8L450UGY77XB,3MA5N0ATTCO8ENCTKTIXVOEEPKCWKU,Wed Apr 29 12:37:13 PDT 2015,Wed Apr 29 12:40:27 PDT 2015,2015-04-29 20:42:37 UTC,Kristi Morton,16,4,1,5,3.2,1,0.8
34HJIJKLP69C7GLEZUVNRO1OZRQ4VX,A8L450UGY77XB,3QTFNPMJC6VDGO21STUKMKP00HMZNT,Tue Apr 28 17:29:19 PDT 2015,Tue Apr 28 17:32:05 PDT 2015,2015-04-29 01:32:37 UTC,Jaeho Shin,10,0,1,3,3.333333333,0.333333333,0
34YB12FSQZ19T9KPG3WXDHFEZ78MGF,ASKDA7P5TIOVT,3P0I4CQYVYKR4EX8ILAQ25VN9PMWOE,Thu Apr 30 21:20:47 PDT 2015,Thu Apr 30 21:21:24 PDT 2015,2015-05-01 05:22:37 UTC,John Meehan,1,0,1,3,0.333333333,0.333333333,0
38BQUHLA9XDXLM1N4M95IQOGQSXOM0,A8L450UGY77XB,375VSR8FVWMYVMUTL0B1V4UA1EBRZ9,Thu Apr 30 08:57:01 PDT 2015,Thu Apr 30 08:58:59 PDT 2015,2015-04-30 17:02:39 UTC,Alex Roper,2,0,0,5,0.4,0,0
30IQTZXKALJNCH88G893368WZU20X9,ASKDA7P5TIOVT,3FW4EL5A3L1RLRAWH3NM7LCV4DW22X,Thu Apr 30 20:25:34 PDT 2015,Thu Apr 30 20:26:27 PDT 2015,2015-05-01 04:27:36 UTC,Arkabandhu Chowdhury,9,0,0,4,2.25,0,0
35H6S234SBD9O9ADCR6PKOR3JZE567,AYALPYEQ512PP,36FFXPMST9197O2JNMOQ12L0U1AHO0,Fri May 01 15:35:21 PDT 2015,Fri May 01 15:41:02 PDT 2015,2015-05-01 23:42:39 UTC,Kotaro Hara,11,0,0,5,2.2,0,0
304SM51WA4HG0NPJKE05OFNNBIQSB6,ASKDA7P5TIOVT,3QD8LUVX4XBKL4WGNBADVI931WOX54,Thu Apr 30 06:30:17 PDT 2015,Thu Apr 30 06:38:07 PDT 2015,2015-04-30 14:42:37 UTC,Shumo Chu,7,3,0,4,1.75,0.75,0.75
31Q0U3WYDQST4RNZUE95NCEI2T617V,AYALPYEQ512PP,33IXYHIZB5VJG7MCANIN9MLK1GN2E0,Fri May 01 04:52:19 PDT 2015,Fri May 01 04:57:44 PDT 2015,2015-05-01 13:02:37 UTC,Xi (Stephen) Chen,8,0,0,5,1.6,0,0
3NQL1CS15SLS5NZYO1JU7D5VUSSYVF,AYALPYEQ512PP,31YWE12TE0PZ88AZB4PAT2NZS2JX7J,Tue Apr 28 19:14:44 PDT 2015,Tue Apr 28 19:23:19 PDT 2015,2015-04-29 03:27:37 UTC,Miguel Araujo,6,0,0,2,3,0,0
3P529IW9KZYJ9R6957P0VJ0DXL5FLP,ASKDA7P5TIOVT,3NSCTNUR2Z08PRONC1IZBAY50BG5A9,Thu Apr 30 03:42:58 PDT 2015,Thu Apr 30 03:44:08 PDT 2015,2015-04-30 11:47:37 UTC,MIGUEL ARAUJO,5,0,0,4,1.25,0,0
3YMTUJH0DTTXUOHPUZV8Q6D33AUT4Z,ASKDA7P5TIOVT,3YGYP13641M4EXGAIC070HN1R03RNS,Thu Apr 30 20:56:38 PDT 2015,Thu Apr 30 20:58:15 PDT 2015,2015-05-01 05:02:36 UTC,Yeounoh Chung,4,0,0,1,4,0,0
3DZQRBDBSMSBXSL65LLZ6WPBMP73SH,ASKDA7P5TIOVT,3PA41K45VNHUZZ88PDFTZP1WQ3A7P5,Thu Apr 30 03:32:32 PDT 2015,Thu Apr 30 03:33:45 PDT 2015,2015-04-30 11:37:36 UTC,Joy Arulraj,3,0,1,2,1.5,0.5,0
3KWTYT0871GR7UDKZVCR97909TE5LO,AYALPYEQ512PP,3VLL1PIENQ1VY92DT8UX19P5QRRZO8,Fri May 01 03:13:04 PDT 2015,Fri May 01 03:22:59 PDT 2015,2015-05-01 11:27:37 UTC,Preeti Bhargava,12,0,0,4,3,0,0
31JLPPHS2V7WZ0TDY44QMRFAQ1F3OY,ASKDA7P5TIOVT,3LAZVA75NI45SYZ141LJEYFY5IT2O4,Thu Apr 30 08:07:49 PDT 2015,Thu Apr 30 08:08:38 PDT 2015,2015-04-30 16:12:38 UTC,Jennifer Ortiz,9,1,0,2,4.5,0.5,0.5
3JPSL1DZ5TCE10SM64JNUATB615ANP,A8L450UGY77XB,3ZICQFRS31V7XDGKVH5EH7W9AVUZZA,Thu Apr 30 09:28:23 PDT 2015,Thu Apr 30 09:32:21 PDT 2015,2015-04-30 17:32:37 UTC,Orestis Polychroniou,7,3,0,3,2.333333333,1,1
3XXU1SWE8N8BG40F5YHPJYXYY84A0O,A8L450UGY77XB,3ZLW647WAL8G696FL31RQVHNARW238,Thu Apr 30 13:28:42 PDT 2015,Thu Apr 30 13:30:34 PDT 2015,2015-04-30 21:32:37 UTC,Justin DeBrabant,3,0,2,4,0.75,0.5,0
3VD82FOHKR1KC0PWRXFRFUJ4WHUCOD,AYALPYEQ512PP,3K3IX1W4S64CI166WGRD9G3MRBHAP0,Sat May 02 14:38:23 PDT 2015,Sat May 02 14:41:19 PDT 2015,2015-05-02 22:42:37 UTC,Bingyi Cao,1,0,0,3,0.333333333,0,0
3VELCLL3GLW6JK25CX7HB4RZ0ITF1J,AYALPYEQ512PP,3LEG2HW4UF0BMLM85Y2TR46KDH22FI,Sat May 02 04:00:11 PDT 2015,Sat May 02 04:04:13 PDT 2015,2015-05-02 12:07:38 UTC,Christoph Schulze,6,0,0,2,3,0,0
3HMIGG0U4MJUUB3LG88KFZLNKX48Y4,AV3CA0IYNRCCJ,3SU800BH865HXMLJ2YNT9M5Q3AUUQM,Thu Apr 30 07:30:37 PDT 2015,Thu Apr 30 07:45:31 PDT 2015,2015-04-30 15:47:37 UTC,Dolan Antenucci,5,0,1,2,2.5,0.5,0
3X4JMASXCNMGZE57BCHLE9H4GRK0B6,ASKDA7P5TIOVT,3DTJ4WT8BDS9MIPOZUR1WXVRMPKZE3,Thu Apr 30 23:26:43 PDT 2015,Thu Apr 30 23:27:37 PDT 2015,2015-05-01 07:32:36 UTC,Thomas Marshall,0,0,0,1,0,0,0
3DBQWDE4Y7BHVUG5B8S6MZDPEQ25NI,AYALPYEQ512PP,3UOMW19E6DJWI6LLWFEQH5OT0E15CB,Sat May 02 14:19:25 PDT 2015,Sat May 02 14:24:47 PDT 2015,2015-05-02 22:27:40 UTC,Zhe (Shirley) Chen,4,0,2,5,0.8,0.4,0
3018Q3ZVOJ3ZGYKEZB043UYL6XFARV,AYALPYEQ512PP,3CKVGCS3PGIDUGOGWVYEFFWK59BS06,Thu Apr 30 02:22:13 PDT 2015,Thu Apr 30 02:28:31 PDT 2015,2015-04-30 10:32:36 UTC,Ariyam Das,4,0,0,4,1,0,0
3UWN2HHPUZII1WEGN45EFANHS73NSP,ASKDA7P5TIOVT,3YOAVL4CA0URUGSVAOFONBJ090R4Z3,Thu Apr 30 06:03:41 PDT 2015,Thu Apr 30 06:05:03 PDT 2015,2015-04-30 14:07:37 UTC,Shivaram Venkataraman,27,1,0,4,6.75,0.25,0.25
3JWH6J9I9TQJKAXECIJJPLDHOLGNBR,AV3CA0IYNRCCJ,36U4VBVNQOQH9N0JFDCTECFVZWWURN,Fri May 01 10:59:08 PDT 2015,Fri May 01 11:03:24 PDT 2015,2015-05-01 19:07:36 UTC,Jiaqi Gu,5,1,0,3,1.666666667,0.333333333,0.333333333
340UGXU9DZEBOEFTE0M54SZIZ9ZVU7,AYALPYEQ512PP,356TQKY9XFA9T79R3WDID3661TB87N,Fri May 01 16:12:17 PDT 2015,Fri May 01 16:14:58 PDT 2015,2015-05-02 00:17:37 UTC,Christopher Imbriano,0,0,0,1,0,0,0
36V4Q8R5ZLD06YE3JZ197VJG5TMQMH,AYALPYEQ512PP,3DGDV62G7OMNDYB2J1YY3YKOFNP2PL,Thu Apr 30 11:46:31 PDT 2015,Thu Apr 30 11:54:19 PDT 2015,2015-04-30 19:57:38 UTC,Aditya Acharya,2,0,0,2,1,0,0
3WZ36BJEV4THFN2Y9E5VYKJ9D3RTBN,AYALPYEQ512PP,3HFWPF5AK9W9B8NDFIGXHDUR8LVS31,Sat May 02 03:37:20 PDT 2015,Sat May 02 03:43:35 PDT 2015,2015-05-02 11:47:39 UTC,Karla Saur,5,0,0,5,1,0,0
3GM6G9ZBKOADYE6V03V4C0U3OXKMTJ,A8L450UGY77XB,3JUDR1D0D648DACHJEDN33AYKJB2QC,Tue Apr 28 13:44:28 PDT 2015,Tue Apr 28 13:47:44 PDT 2015,2015-04-28 21:52:38 UTC,Himabindu Lakkaraju,12,0,0,3,4,0,0
3E337GFOLALFBR5PS4BXQW4E3T3NGS,AYALPYEQ512PP,37S0QRNUFBTDTLEAD15OR321CDH88A,Tue Apr 28 21:05:38 PDT 2015,Tue Apr 28 21:11:02 PDT 2015,2015-04-29 05:12:37 UTC,Ashton Anderson,10,0,0,5,2,0,0
3H0W84IWBLF26B1QFG2QZDOCSF6RE7,AYALPYEQ512PP,3HXCEECSQM67SN6FZV3V30N741QZYJ,Sat May 02 00:58:53 PDT 2015,Sat May 02 01:12:10 PDT 2015,2015-05-02 09:12:36 UTC,Manish Purohit,6,0,0,2,3,0,0
32KTQ2V7RESUEZXH2XQNL0TRVVK9MK,AYALPYEQ512PP,3ZFRE2BDQ9RISIG5UZHTKMGY2VWZXD,Fri May 01 18:50:08 PDT 2015,Fri May 01 18:55:42 PDT 2015,2015-05-02 02:57:36 UTC,Ang Li,5,0,0,2,2.5,0,0
37Q970SNZFLFNP7RIH7GI3AEO4DS1W,A8L450UGY77XB,335HHSX8CDII3RBUXDAAQ891QN4DH0,Wed Apr 29 07:59:29 PDT 2015,Wed Apr 29 08:01:37 PDT 2015,2015-04-29 16:02:38 UTC,Liwen Sun,7,0,2,3,2.333333333,0.666666667,0
3XLBSAQ9Z5PQZN872PIXF6YUE4O7ZM,A8L450UGY77XB,3K8CQCU3KEE9MTXWH6ADNGVIJFHWNZ,Tue Apr 28 18:41:15 PDT 2015,Tue Apr 28 18:45:49 PDT 2015,2015-04-29 02:47:36 UTC,Vasilis Verroios,5,0,0,2,2.5,0,0
3XLBSAQ9Z5PQZN872PIXF6YUF87Z76,ASKDA7P5TIOVT,3XU9MCX6VOP8PBRHWT2N8TK3G5D2RD,Thu Apr 30 21:13:34 PDT 2015,Thu Apr 30 21:14:36 PDT 2015,2015-05-01 05:17:37 UTC,Alex Galakatos,3,0,0,2,1.5,0,0
3NGI5ARFTUIIAXRZQ03MNY532O91P1,AYALPYEQ512PP,3IWA71V4TITG48WUSUKINON3XRZX6K,Fri May 01 19:48:11 PDT 2015,Fri May 01 19:52:54 PDT 2015,2015-05-02 03:57:37 UTC,Meethu Malu,7,0,0,1,7,0,0
34Q075JO1YQFMGNF9FOW8X4VTCU10I,A8L450UGY77XB,385MDVINFCSD336B28ILU9E1AVDJWJ,Wed Apr 29 07:33:07 PDT 2015,Wed Apr 29 07:44:31 PDT 2015,2015-04-29 15:47:39 UTC,Nick Lanham,9,1,1,4,2.25,0.5,0.25
338JKRMM27CMR46B36OAPQWFKR4HAZ,AYALPYEQ512PP,3EN4YVUOUC5SS3B1CDE7WSS8JXJJXC,Fri May 01 20:02:56 PDT 2015,Fri May 01 20:08:41 PDT 2015,2015-05-02 04:12:37 UTC,Piotr Mardziel,7,0,0,4,1.75,0,0
3LO69W1SU4QPNR24GRVID40PZ4HLGF,AYALPYEQ512PP,3DFYDSXB2WD0BZH6783KCLT4PF2JUK,Sat May 02 15:01:14 PDT 2015,Sat May 02 15:04:28 PDT 2015,2015-05-02 23:07:41 UTC,Wangda Zhang,2,0,0,2,1,0,0
3YT88D1N09BD998Y0CCXFAY15T8K3R,A8L450UGY77XB,38G0E1M85MI92UH0OXH3F94YK29UVG,Tue Apr 28 12:05:49 PDT 2015,Tue Apr 28 12:11:35 PDT 2015,2015-04-28 20:12:39 UTC,MIGUEL ARAUJO,7,0,0,3,2.333333333,0,0
3NPI0JQDAPIJJH38SJNWT4OYU5RTPP,A8L450UGY77XB,3XQ4XW3OD9PKQQRUBI2SY3PZ27VS2Q,Thu Apr 30 09:48:23 PDT 2015,Thu Apr 30 10:09:03 PDT 2015,2015-04-30 18:12:38 UTC,Michael S. Kester,3,0,0,3,1,0,0
3XXU1SWE8N8BG40F5YHPJYXYYBTA0J,AYALPYEQ512PP,34ZTTGSNJX1CS0FZ2ZGUQ7G092SHQ8,Sat May 02 14:46:18 PDT 2015,Sat May 02 14:49:53 PDT 2015,2015-05-02 22:52:39 UTC,Fotis Psallidas,4,1,0,3,1.333333333,0.333333333,0.333333333
340UGXU9DZEBOEFTE0M54SZIZ9WUV3,AYALPYEQ512PP,33K3E8REWW838MFIL9HG72JU3MPX86,Fri May 01 14:27:06 PDT 2015,Fri May 01 14:30:02 PDT 2015,2015-05-01 22:32:37 UTC,Nicholas Fung,0,0,0,1,0,0,0
3F6KKYWMNCECZ7VYQEAPKB1HR6CNDI,AYALPYEQ512PP,3J94SKDEKI26NYRZWB911B6BLED5DB,Fri May 01 20:35:37 PDT 2015,Fri May 01 20:45:12 PDT 2015,2015-05-02 04:47:36 UTC,Hui Miao,13,0,0,4,3.25,0,0
3X73LLYYQ2RTBN00CATFBWGFIUQNH3,AYALPYEQ512PP,3M47JKRKCXEQP7VMKM8Q7P6A6IR86O,Wed Apr 29 02:20:53 PDT 2015,Wed Apr 29 02:29:39 PDT 2015,2015-04-29 10:32:37 UTC,PETER BAILIS,17,3,3,4,4.25,1.5,0.75
3FFJ6VRIL21QMMJDHM920WLHBG0I0R,ASKDA7P5TIOVT,367O8HRHKGLUT46HFWLGRIMXMLRS4M,Thu Apr 30 09:45:41 PDT 2015,Thu Apr 30 09:46:24 PDT 2015,2015-04-30 17:47:37 UTC,Matthew K Burgess,3,0,0,3,1,0,0
3B1NLC6UG09FECH28JOPUL994DLPGI,AYALPYEQ512PP,32LAQ1JNT92UP2DBJ2HOERGDNHTUT0,Fri May 01 16:51:29 PDT 2015,Fri May 01 16:58:04 PDT 2015,2015-05-02 01:02:36 UTC,Yehuda Katz,1,0,0,1,1,0,0
