AssignmentId,HITId,WorkerId,AcceptTime,SubmitTime,ApprovalTime,Answer.state,value
37TD41K0AIMZASHPYEW0ZZT5T3USCH,3PUOXASB57GSRMY7RJBF4JUGVS3Z9S,A35FPE0929YLKR,Thu Apr 30 07:59:21 PDT 2015,Thu Apr 30 07:59:33 PDT 2015,2015-04-30 16:02:37 UTC,Colorado,0
3LPW2N6LKUFUQK0E894S0U5JMJZ5U8,3PUOXASB57GSRMY7RJBF4JUGVS3Z9S,A253NTG1FPGB6D,Thu Apr 30 10:37:44 PDT 2015,Thu Apr 30 10:38:01 PDT 2015,2015-04-30 18:42:37 UTC,Illinois,0
3P59JYT76MXNRA22QLCKXRG5ITL2TS,3PUOXASB57GSRMY7RJBF4JUGVS3Z9S,A2HPFQL0QFGBCS,Wed Apr 29 13:25:04 PDT 2015,Wed Apr 29 13:25:14 PDT 2015,2015-04-29 21:27:38 UTC,Montana,0
3SITXWYCNWMOW4BIEO6SNN4FPWHBXJ,3PUOXASB57GSRMY7RJBF4JUGVS3Z9S,AT9BUFLGIP9Z5,Thu Apr 30 00:09:21 PDT 2015,Thu Apr 30 00:09:33 PDT 2015,2015-04-30 08:12:36 UTC,Minnesota,0
3X0H8UUIT218OQNUF5W1BT08LKISWY,3PUOXASB57GSRMY7RJBF4JUGVS3Z9S,A3IDJZM7H7WRU7,Thu Apr 30 22:32:51 PDT 2015,Thu Apr 30 22:32:59 PDT 2015,2015-05-01 06:37:36 UTC,Arizona,0
3X3OR7WPZ0DAUCWMXTJULRJRAFH8LM,3PUOXASB57GSRMY7RJBF4JUGVS3Z9S,APLQSM4J9E6LR,Tue Apr 28 16:21:54 PDT 2015,Tue Apr 28 16:22:14 PDT 2015,2015-04-29 00:22:37 UTC,New Jersey,0
3X4JMASXCNMGZE57BCHLE9H4FPW0BD,3PUOXASB57GSRMY7RJBF4JUGVS3Z9S,A2A2W9PT9GZ477,Wed Apr 29 23:41:27 PDT 2015,Wed Apr 29 23:42:13 PDT 2015,2015-04-30 07:42:36 UTC,Alabama,0
3Z7EFSHGNAR7693OSO2NY7AX8ISCX5,3PUOXASB57GSRMY7RJBF4JUGVS3Z9S,A13STUE0VL42FA,Thu Apr 30 06:26:01 PDT 2015,Thu Apr 30 06:26:17 PDT 2015,2015-04-30 14:27:37 UTC,Hawaii,0
30BUDKLTXE8D1O3SI9PNWCJGZULE5D,3YO4AH2FPDX1H0934R99KFHJNLQ0QP,A11GZNNVLEWRGF,Thu Apr 30 00:22:17 PDT 2015,Thu Apr 30 00:22:33 PDT 2015,2015-04-30 08:22:38 UTC,Iowa,0
3AWETUDC935NO7P3LGMU6VO3SKTZI3,3YO4AH2FPDX1H0934R99KFHJNLQ0QP,AVIC8K2F2HGPW,Tue Apr 28 16:08:52 PDT 2015,Tue Apr 28 16:09:08 PDT 2015,2015-04-29 00:12:38 UTC,Hawaii,0
3HL8HNGX46EO8P50GAMAQA9IXPE9F8,3YO4AH2FPDX1H0934R99KFHJNLQ0QP,APLQSM4J9E6LR,Tue Apr 28 16:24:24 PDT 2015,Tue Apr 28 16:24:44 PDT 2015,2015-04-29 00:27:37 UTC,New Jersey,0
3IFS6Q0HJJWQNV3PQOSMA2R068DIS8,3YO4AH2FPDX1H0934R99KFHJNLQ0QP,A35FPE0929YLKR,Thu Apr 30 07:58:08 PDT 2015,Thu Apr 30 07:58:20 PDT 2015,2015-04-30 16:02:37 UTC,Massachusetts,0
3OJSZ2ATDT9SS9OIV1BHQ2RZE82758,3YO4AH2FPDX1H0934R99KFHJNLQ0QP,A253NTG1FPGB6D,Thu Apr 30 10:36:27 PDT 2015,Thu Apr 30 10:36:43 PDT 2015,2015-04-30 18:37:38 UTC,Kentucky,0
3R2PKQ87NXLNP0QK6RW0YTSUEJ2MI7,3YO4AH2FPDX1H0934R99KFHJNLQ0QP,A11MA9JOKGG2GW,Thu Apr 30 10:47:34 PDT 2015,Thu Apr 30 10:53:39 PDT 2015,2015-04-30 18:57:37 UTC,California,0
3S06PH7KSSH9L0O9LRCRN4OEN14D1O,3YO4AH2FPDX1H0934R99KFHJNLQ0QP,AT9BUFLGIP9Z5,Wed Apr 29 07:54:17 PDT 2015,Wed Apr 29 07:54:31 PDT 2015,2015-04-29 15:57:38 UTC,Colorado,0
3TOK3KHVJUVE0JU00G7GZ8RQV3ZO7M,3YO4AH2FPDX1H0934R99KFHJNLQ0QP,AW0QDI257BN65,Thu Apr 30 07:47:54 PDT 2015,Thu Apr 30 07:48:05 PDT 2015,2015-04-30 15:52:37 UTC,Alabama,0
3VAR3R6G1QEI0XZJALZMD8NL5MT8OE,3YO4AH2FPDX1H0934R99KFHJNLQ0QP,A2A2W9PT9GZ477,Thu Apr 30 01:04:55 PDT 2015,Thu Apr 30 01:05:23 PDT 2015,2015-04-30 09:07:39 UTC,Maine,0
3WI0P0II625XE5NQJLR6TV6RRZERDE,3YO4AH2FPDX1H0934R99KFHJNLQ0QP,A3T5KRA1IDHS4I,Wed Apr 29 14:05:40 PDT 2015,Wed Apr 29 14:06:10 PDT 2015,2015-04-29 22:07:38 UTC,Florida,0
30OG32W0SVOHRD9YM9L9QTJ2QEENE3,3MNJFORX8BH3LI5VNH4RPB9WXRRF5U,A1AOYJXY8HTWLJ,Wed Apr 29 09:26:04 PDT 2015,Wed Apr 29 09:30:58 PDT 2015,2015-04-29 17:32:38 UTC,New York,0
32EYX73OY1MJV7YC5GHV3VAFD0ZURJ,3MNJFORX8BH3LI5VNH4RPB9WXRRF5U,A2LMRPVOK2R39X,Wed Apr 29 22:01:57 PDT 2015,Wed Apr 29 22:02:56 PDT 2015,2015-04-30 06:07:36 UTC,California,0
32Q90QCQ1TYGJ7OVPWTTY12YWKHEKZ,3MNJFORX8BH3LI5VNH4RPB9WXRRF5U,A2A2W9PT9GZ477,Thu Apr 30 01:09:35 PDT 2015,Thu Apr 30 01:10:40 PDT 2015,2015-04-30 09:12:38 UTC,Vermont,0
374TNBHA8C800F3H22PK1Q6ND22QY6,3MNJFORX8BH3LI5VNH4RPB9WXRRF5U,A1U3PULHJJGGCC,Wed Apr 29 20:06:54 PDT 2015,Wed Apr 29 20:07:12 PDT 2015,2015-04-30 04:07:37 UTC,Oregon,0
3F1567XTNXILZEV9UQX429DW5U2Q95,3MNJFORX8BH3LI5VNH4RPB9WXRRF5U,A13STUE0VL42FA,Thu Apr 30 06:27:29 PDT 2015,Thu Apr 30 06:27:54 PDT 2015,2015-04-30 14:32:38 UTC,Maine,0
3L4PIM1GQUT0CGIHFHEK6GGS9NOYRX,3MNJFORX8BH3LI5VNH4RPB9WXRRF5U,APLQSM4J9E6LR,Wed Apr 29 00:15:31 PDT 2015,Wed Apr 29 00:15:46 PDT 2015,2015-04-29 08:17:39 UTC,New Jersey,0
3OE22WJIGJ1JJ6JCS1SVY50AHCPQU2,3MNJFORX8BH3LI5VNH4RPB9WXRRF5U,A2TWRSLHWA69II,Tue Apr 28 14:05:57 PDT 2015,Tue Apr 28 14:06:16 PDT 2015,2015-04-28 22:07:37 UTC,Kentucky,0
3P59JYT76MXNRA22QLCKXRG5IUI2TR,3MNJFORX8BH3LI5VNH4RPB9WXRRF5U,AT9BUFLGIP9Z5,Thu Apr 30 00:57:35 PDT 2015,Thu Apr 30 00:58:06 PDT 2015,2015-04-30 09:02:37 UTC,Missouri,0
3TU5ZICBREELL9CZPYRQ2DILKL4Q8T,3MNJFORX8BH3LI5VNH4RPB9WXRRF5U,AVIC8K2F2HGPW,Tue Apr 28 16:08:08 PDT 2015,Tue Apr 28 16:08:30 PDT 2015,2015-04-29 00:12:38 UTC,Florida,0
3VD82FOHKR1KC0PWRXFRFUJ4WENOCC,3MNJFORX8BH3LI5VNH4RPB9WXRRF5U,A3T5KRA1IDHS4I,Thu Apr 30 06:44:15 PDT 2015,Thu Apr 30 06:44:37 PDT 2015,2015-04-30 14:47:37 UTC,South Dakota,0
33ISQZVXPQZJ3BST1S60KUPN71ECCF,3CO05SML7VI1T1O3H6Y9P5ROJ7S0RQ,A3IDJZM7H7WRU7,Thu Apr 30 22:37:43 PDT 2015,Thu Apr 30 22:37:53 PDT 2015,2015-05-01 06:42:46 UTC,Arkansas,0
33M4IA01QHEBCBS7ALSIN29J8JVXRW,3CO05SML7VI1T1O3H6Y9P5ROJ7S0RQ,A13STUE0VL42FA,Thu Apr 30 06:21:29 PDT 2015,Thu Apr 30 06:22:08 PDT 2015,2015-04-30 14:22:37 UTC,Oregon,0
33NF62TLXKFOUNAN3X4KVHFQ1SDJKP,3CO05SML7VI1T1O3H6Y9P5ROJ7S0RQ,A2A2W9PT9GZ477,Thu Apr 30 01:03:03 PDT 2015,Thu Apr 30 01:03:41 PDT 2015,2015-04-30 09:07:39 UTC,Idaho,0
3BDCF01OGY7P9IN4AXHOK47T3VZYL7,3CO05SML7VI1T1O3H6Y9P5ROJ7S0RQ,APLQSM4J9E6LR,Wed Apr 29 00:13:28 PDT 2015,Wed Apr 29 00:13:45 PDT 2015,2015-04-29 08:17:38 UTC,New Jersey,0
3H0W84IWBLF26B1QFG2QZDOCRA0REQ,3CO05SML7VI1T1O3H6Y9P5ROJ7S0RQ,AVIC8K2F2HGPW,Tue Apr 28 14:57:02 PDT 2015,Tue Apr 28 14:57:41 PDT 2015,2015-04-28 23:02:36 UTC,Arkansas,0
3QXNC7EIPJ8XBLQADS3PN3MERP809I,3CO05SML7VI1T1O3H6Y9P5ROJ7S0RQ,AOT6NUWQFUU9Z,Wed Apr 29 17:30:59 PDT 2015,Wed Apr 29 17:31:43 PDT 2015,2015-04-30 01:32:37 UTC,Connecticut,0
3R2UR8A0IBT8FY0RITBET74EXWLOXO,3CO05SML7VI1T1O3H6Y9P5ROJ7S0RQ,A253NTG1FPGB6D,Thu Apr 30 10:41:47 PDT 2015,Thu Apr 30 10:42:06 PDT 2015,2015-04-30 18:42:38 UTC,Wyoming,0
3UNH76FOCTI9F05PA9I3KHMI42QYMF,3CO05SML7VI1T1O3H6Y9P5ROJ7S0RQ,A3T5KRA1IDHS4I,Thu Apr 30 06:29:43 PDT 2015,Thu Apr 30 06:31:34 PDT 2015,2015-04-30 14:32:39 UTC,Wisconsin,0
3W2LOLRXLCS5SBT0B2DTX81HB95RKN,3CO05SML7VI1T1O3H6Y9P5ROJ7S0RQ,AT9BUFLGIP9Z5,Thu Apr 30 00:10:05 PDT 2015,Thu Apr 30 00:10:14 PDT 2015,2015-04-30 08:12:37 UTC,Montana,0
3WQQ9FUS6B7YH3AA6GU07ONMYNZB82,3CO05SML7VI1T1O3H6Y9P5ROJ7S0RQ,A1U3PULHJJGGCC,Wed Apr 29 19:57:47 PDT 2015,Wed Apr 29 19:58:03 PDT 2015,2015-04-30 04:02:36 UTC,Maryland,0
33JKGHPFYD7F311B379S31OBZHCNM1,3E6L1VR4XWZZ4M59S0EWHHNWTM2F6A,A11GZNNVLEWRGF,Thu Apr 30 00:21:08 PDT 2015,Thu Apr 30 00:21:21 PDT 2015,2015-04-30 08:22:38 UTC,Illinois,0
33M4IA01QHEBCBS7ALSIN29J7HVRXL,3E6L1VR4XWZZ4M59S0EWHHNWTM2F6A,APLQSM4J9E6LR,Wed Apr 29 00:16:31 PDT 2015,Wed Apr 29 00:16:47 PDT 2015,2015-04-29 08:17:40 UTC,New Jersey,0
39GAF6DQWSDVFHOVCCCLTQULOAXV1Z,3E6L1VR4XWZZ4M59S0EWHHNWTM2F6A,A35FPE0929YLKR,Thu Apr 30 07:58:41 PDT 2015,Thu Apr 30 07:58:50 PDT 2015,2015-04-30 16:02:37 UTC,Minnesota,0
3A1COHJ8NK888GDW684WTZQKTZW8H5,3E6L1VR4XWZZ4M59S0EWHHNWTM2F6A,A259GEK5AHGM13,Wed Apr 29 04:52:37 PDT 2015,Wed Apr 29 04:53:06 PDT 2015,2015-04-29 12:57:39 UTC,Georgia,0
3CP1TO84PUEL68RCPPUMUBAR2RW523,3E6L1VR4XWZZ4M59S0EWHHNWTM2F6A,A2A2W9PT9GZ477,Thu Apr 30 00:49:51 PDT 2015,Thu Apr 30 00:50:23 PDT 2015,2015-04-30 08:52:36 UTC,Wisconsin,0
3DH6GAKTYZ29E748PY8XSJIRJ68ZYX,3E6L1VR4XWZZ4M59S0EWHHNWTM2F6A,A13STUE0VL42FA,Thu Apr 30 06:13:47 PDT 2015,Thu Apr 30 06:14:01 PDT 2015,2015-04-30 14:17:37 UTC,Florida,0
3E4GGUZ1T94OORCFWCYSW0T90IAK2P,3E6L1VR4XWZZ4M59S0EWHHNWTM2F6A,A253NTG1FPGB6D,Thu Apr 30 10:10:37 PDT 2015,Thu Apr 30 10:10:51 PDT 2015,2015-04-30 18:12:39 UTC,New Jersey,0
3P4MQ7TPPYPHJ18H9SEAYQDN6TVBBC,3E6L1VR4XWZZ4M59S0EWHHNWTM2F6A,AT9BUFLGIP9Z5,Thu Apr 30 00:58:24 PDT 2015,Thu Apr 30 00:58:42 PDT 2015,2015-04-30 09:02:37 UTC,Ohio,0
3RKNTXVS3NBSFSIGOZ4RV1NBEJHA4Y,3E6L1VR4XWZZ4M59S0EWHHNWTM2F6A,A1U3PULHJJGGCC,Wed Apr 29 19:58:05 PDT 2015,Wed Apr 29 19:58:28 PDT 2015,2015-04-30 04:02:36 UTC,Massachusetts,0
3YW4XOSQKRYV22ZV7M2GX4S291HU1X,3E6L1VR4XWZZ4M59S0EWHHNWTM2F6A,ALDKDKRBR4LXD,Tue Apr 28 22:36:45 PDT 2015,Tue Apr 28 22:37:24 PDT 2015,2015-04-29 06:37:40 UTC,Maryland,0
37Q970SNZFLFNP7RIH7GI3AEO3DS1U,3MJ28H2Y1ELXRVIOMKNHC5IAPSJ5O7,A2TWRSLHWA69II,Tue Apr 28 14:12:35 PDT 2015,Tue Apr 28 14:12:59 PDT 2015,2015-04-28 22:17:37 UTC,Nevada,0
3AMYWKA6YCZVWJGVH62OTURUZR26OP,3MJ28H2Y1ELXRVIOMKNHC5IAPSJ5O7,A2A2W9PT9GZ477,Thu Apr 30 00:44:52 PDT 2015,Thu Apr 30 00:45:24 PDT 2015,2015-04-30 08:47:36 UTC,Maryland,0
3C6FJU71TR6SS8AYJB9PBR3CHOTUY3,3MJ28H2Y1ELXRVIOMKNHC5IAPSJ5O7,A13STUE0VL42FA,Thu Apr 30 06:17:54 PDT 2015,Thu Apr 30 06:18:09 PDT 2015,2015-04-30 14:22:36 UTC,Maryland,0
3CFVK00FWMYNQYDY4EMW1DN04L66LF,3MJ28H2Y1ELXRVIOMKNHC5IAPSJ5O7,APLQSM4J9E6LR,Tue Apr 28 23:42:41 PDT 2015,Tue Apr 28 23:42:55 PDT 2015,2015-04-29 07:47:37 UTC,New Jersey,0
3I02618YA1JYJUIXSOD6Y0A0CHJUPX,3MJ28H2Y1ELXRVIOMKNHC5IAPSJ5O7,A2HPFQL0QFGBCS,Wed Apr 29 13:25:49 PDT 2015,Wed Apr 29 13:26:01 PDT 2015,2015-04-29 21:27:38 UTC,California,0
3KYQYYSHYWKUHSVARTA2Z01MGDEDOD,3MJ28H2Y1ELXRVIOMKNHC5IAPSJ5O7,A1U3PULHJJGGCC,Wed Apr 29 20:06:01 PDT 2015,Wed Apr 29 20:06:24 PDT 2015,2015-04-30 04:07:37 UTC,Ohio,0
3MAOD8E57RNQXD0FHEB1EI497M7XN9,3MJ28H2Y1ELXRVIOMKNHC5IAPSJ5O7,A3T5KRA1IDHS4I,Thu Apr 30 06:44:38 PDT 2015,Thu Apr 30 06:45:00 PDT 2015,2015-04-30 14:47:37 UTC,Montana,0
3NAPMVF0ZXS0TC5VDI9JSVONUY327U,3MJ28H2Y1ELXRVIOMKNHC5IAPSJ5O7,AW0QDI257BN65,Thu Apr 30 07:48:35 PDT 2015,Thu Apr 30 07:48:48 PDT 2015,2015-04-30 15:52:37 UTC,Oklahoma,0
3NOKK93PR2LDX7WLTAIQ06PTCL2EES,3MJ28H2Y1ELXRVIOMKNHC5IAPSJ5O7,A1R0689JPSQ3OF,Tue Apr 28 12:04:24 PDT 2015,Tue Apr 28 12:05:17 PDT 2015,2015-04-28 20:07:39 UTC,New Mexico,0
3NQL1CS15SLS5NZYO1JU7D5VUUSYVJ,3MJ28H2Y1ELXRVIOMKNHC5IAPSJ5O7,AT9BUFLGIP9Z5,Thu Apr 30 00:30:07 PDT 2015,Thu Apr 30 00:30:18 PDT 2015,2015-04-30 08:32:36 UTC,Oregon,0
3300DTYQT3U2UAMQ21DQUNE7WRLQEI,3EPG8DX9LK3FCVUP1K0W15N0ZXF5PO,AW0QDI257BN65,Thu Apr 30 07:49:26 PDT 2015,Thu Apr 30 07:49:34 PDT 2015,2015-04-30 15:52:37 UTC,Nevada,0
3907X2AHF1IPZI9V9430SHF8TRUP26,3EPG8DX9LK3FCVUP1K0W15N0ZXF5PO,A2A2W9PT9GZ477,Wed Apr 29 23:34:15 PDT 2015,Wed Apr 29 23:34:55 PDT 2015,2015-04-30 07:37:36 UTC,Arizona,0
39LNWE0K4V9628VTFTNMP39OR5WUIY,3EPG8DX9LK3FCVUP1K0W15N0ZXF5PO,A3T5KRA1IDHS4I,Thu Apr 30 06:40:45 PDT 2015,Thu Apr 30 06:41:13 PDT 2015,2015-04-30 14:42:38 UTC,West Virginia,0
3DHE4R9OCXOJM5GW6LDDY81GS09G2V,3EPG8DX9LK3FCVUP1K0W15N0ZXF5PO,A11GZNNVLEWRGF,Thu Apr 30 00:23:11 PDT 2015,Thu Apr 30 00:23:23 PDT 2015,2015-04-30 08:27:36 UTC,Missouri,0
3E337GFOLALFBR5PS4BXQW4E3V1GNN,3EPG8DX9LK3FCVUP1K0W15N0ZXF5PO,AT9BUFLGIP9Z5,Thu Apr 30 00:59:31 PDT 2015,Thu Apr 30 00:59:45 PDT 2015,2015-04-30 09:02:37 UTC,South Carolina,0
3F1567XTNXILZEV9UQX429DW5UZQ92,3EPG8DX9LK3FCVUP1K0W15N0ZXF5PO,A13STUE0VL42FA,Thu Apr 30 04:45:44 PDT 2015,Thu Apr 30 04:46:12 PDT 2015,2015-04-30 12:47:36 UTC,New York,0
3KGTPGBS6YY2RNHRQQ2U2N2716S2UH,3EPG8DX9LK3FCVUP1K0W15N0ZXF5PO,A3A6FIAZ2W81,Tue Apr 28 20:59:12 PDT 2015,Tue Apr 28 21:03:47 PDT 2015,2015-04-29 05:07:36 UTC,Illinois,0
3NGI5ARFTUIIAXRZQ03MNY531K11PK,3EPG8DX9LK3FCVUP1K0W15N0ZXF5PO,A259GEK5AHGM13,Wed Apr 29 04:58:30 PDT 2015,Wed Apr 29 05:07:08 PDT 2015,2015-04-29 13:07:41 UTC,Delaware,0
3TK8OJTYM2YYW97XXENBUMCJQNCVP5,3EPG8DX9LK3FCVUP1K0W15N0ZXF5PO,A2TWRSLHWA69II,Tue Apr 28 14:07:59 PDT 2015,Tue Apr 28 14:08:22 PDT 2015,2015-04-28 22:12:37 UTC,Maryland,0
3XIQGXAUMDL1US8S17UCILIJ651X7S,3EPG8DX9LK3FCVUP1K0W15N0ZXF5PO,APLQSM4J9E6LR,Wed Apr 29 00:14:27 PDT 2015,Wed Apr 29 00:14:44 PDT 2015,2015-04-29 08:17:39 UTC,New Jersey,0
308Q0PEVB9Q8IG7QHISVT7MADIZ9IU,3CKVGCS3PGIDUGOGWVYEFFWK59B0SE,AT9BUFLGIP9Z5,Wed Apr 29 07:52:54 PDT 2015,Wed Apr 29 07:53:16 PDT 2015,2015-04-29 15:57:38 UTC,Arizona,0
30H4UDGLT3VF6MDOJMMK7QT6ZWCPMY,3CKVGCS3PGIDUGOGWVYEFFWK59B0SE,A2A2W9PT9GZ477,Thu Apr 30 00:20:04 PDT 2015,Thu Apr 30 00:20:40 PDT 2015,2015-04-30 08:22:37 UTC,Wyoming,0
3483FV8BEFWHPCRQU84RMHORYKA62J,3CKVGCS3PGIDUGOGWVYEFFWK59B0SE,APLQSM4J9E6LR,Tue Apr 28 21:07:19 PDT 2015,Tue Apr 28 21:07:34 PDT 2015,2015-04-29 05:07:36 UTC,New Jersey,0
34V1S5K3GTESPWCPFHJ6W4W55TU96V,3CKVGCS3PGIDUGOGWVYEFFWK59B0SE,AW0QDI257BN65,Thu Apr 30 07:46:56 PDT 2015,Thu Apr 30 07:47:10 PDT 2015,2015-04-30 15:47:37 UTC,Wisconsin,0
35LDD5557BHEVVG86UHCB9776OYMKR,3CKVGCS3PGIDUGOGWVYEFFWK59B0SE,A11MA9JOKGG2GW,Fri May 01 03:06:42 PDT 2015,Fri May 01 03:07:51 PDT 2015,2015-05-01 11:12:37 UTC,New Jersey,0
36W0OB37HXRNSCEJFY496JNOS72HZG,3CKVGCS3PGIDUGOGWVYEFFWK59B0SE,A1R0689JPSQ3OF,Tue Apr 28 11:56:21 PDT 2015,Tue Apr 28 11:56:47 PDT 2015,2015-04-28 19:58:04 UTC,Ohio,0
3HL8HNGX46EO8P50GAMAQA9IXQNF9P,3CKVGCS3PGIDUGOGWVYEFFWK59B0SE,A2HPFQL0QFGBCS,Wed Apr 29 13:20:25 PDT 2015,Wed Apr 29 13:20:36 PDT 2015,2015-04-29 21:22:37 UTC,South Carolina,0
3JNQLM5FT5ZZ8XUXHCATB06OPI5L2J,3CKVGCS3PGIDUGOGWVYEFFWK59B0SE,A13STUE0VL42FA,Thu Apr 30 06:26:18 PDT 2015,Thu Apr 30 06:26:33 PDT 2015,2015-04-30 14:27:38 UTC,Delaware,0
3QAPZX2QN5QMB15BSJOADGE0LJ8202,3CKVGCS3PGIDUGOGWVYEFFWK59B0SE,A1U3PULHJJGGCC,Wed Apr 29 19:39:51 PDT 2015,Wed Apr 29 19:40:12 PDT 2015,2015-04-30 03:42:36 UTC,Connecticut,0
3SB5N7Y3O4HCQVDIRY9ZFK81W4A0GL,3CKVGCS3PGIDUGOGWVYEFFWK59B0SE,A3IDJZM7H7WRU7,Thu Apr 30 22:29:31 PDT 2015,Thu Apr 30 22:29:42 PDT 2015,2015-05-01 06:32:36 UTC,New York,0
382M9COHEISUM3T7JAXV4OBWYBAUE7,3FO95NVK5CD1UA8FQ8HTZBX7EZASR4,A2A2W9PT9GZ477,Wed Apr 29 22:28:57 PDT 2015,Wed Apr 29 22:31:36 PDT 2015,2015-04-30 06:32:36 UTC,California,0
3ATPCQ38J9N8DZW0D6SYBQRI9KRAYU,3FO95NVK5CD1UA8FQ8HTZBX7EZASR4,A3HK8ARXKRHVAD,Thu Apr 30 00:18:59 PDT 2015,Thu Apr 30 00:19:27 PDT 2015,2015-04-30 08:22:37 UTC,Massachusetts,0
3ATTHHXXWB1YJCPOKYY99A8SKM3IX1,3FO95NVK5CD1UA8FQ8HTZBX7EZASR4,AT9BUFLGIP9Z5,Thu Apr 30 00:54:09 PDT 2015,Thu Apr 30 00:55:14 PDT 2015,2015-04-30 08:57:37 UTC,Missouri,0
3BDCF01OGY7P9IN4AXHOK47T3V8YLG,3FO95NVK5CD1UA8FQ8HTZBX7EZASR4,A259GEK5AHGM13,Wed Apr 29 04:53:38 PDT 2015,Wed Apr 29 04:56:38 PDT 2015,2015-04-29 12:57:39 UTC,Washington,0
3DR23U6WE6RFMQEIJ57LZSPUFWBET6,3FO95NVK5CD1UA8FQ8HTZBX7EZASR4,A2HPFQL0QFGBCS,Wed Apr 29 13:12:03 PDT 2015,Wed Apr 29 13:12:26 PDT 2015,2015-04-29 21:12:38 UTC,Vermont,0
3FFJ6VRIL21QMMJDHM920WLHBH20ID,3FO95NVK5CD1UA8FQ8HTZBX7EZASR4,A3IDJZM7H7WRU7,Thu Apr 30 22:30:08 PDT 2015,Thu Apr 30 22:30:37 PDT 2015,2015-05-01 06:32:36 UTC,Pennsylvania,0
3IRIK4HM3BXUNUJSR1TXYUXDBE4C6M,3FO95NVK5CD1UA8FQ8HTZBX7EZASR4,A253NTG1FPGB6D,Thu Apr 30 10:34:17 PDT 2015,Thu Apr 30 10:34:39 PDT 2015,2015-04-30 18:37:37 UTC,North Carolina,0
3JAOYWH7VJHA8HFW2LP8LNE2UL09LD,3FO95NVK5CD1UA8FQ8HTZBX7EZASR4,APLQSM4J9E6LR,Tue Apr 28 16:25:48 PDT 2015,Tue Apr 28 16:31:34 PDT 2015,2015-04-29 00:32:37 UTC,New Jersey,0
3JW0YLFXRUT1V743ZA628I3TQTCWW6,3FO95NVK5CD1UA8FQ8HTZBX7EZASR4,A1R0689JPSQ3OF,Tue Apr 28 12:03:38 PDT 2015,Tue Apr 28 12:04:05 PDT 2015,2015-04-28 20:07:39 UTC,West Virginia,0
3YMTUJH0DTTXUOHPUZV8Q6D339QT4T,3FO95NVK5CD1UA8FQ8HTZBX7EZASR4,AW0QDI257BN65,Thu Apr 30 07:45:37 PDT 2015,Thu Apr 30 07:45:48 PDT 2015,2015-04-30 15:47:37 UTC,Washington,0
30ZX6P7VF98TD76XERYGVLTWKSQ2JL,3421H3BM9AU2R7T39X8TGP6QCUR9JI,AT9BUFLGIP9Z5,Thu Apr 30 00:17:08 PDT 2015,Thu Apr 30 00:17:20 PDT 2015,2015-04-30 08:17:37 UTC,Washington,0
37FMASSAYD4R69MNF26RKDH02KRIB7,3421H3BM9AU2R7T39X8TGP6QCUR9JI,AW0QDI257BN65,Thu Apr 30 07:51:43 PDT 2015,Thu Apr 30 07:51:52 PDT 2015,2015-04-30 15:52:38 UTC,New Hampshire,0
3B837J3LDP93GU68GBMVOUSRS11RSJ,3421H3BM9AU2R7T39X8TGP6QCUR9JI,A1R0689JPSQ3OF,Tue Apr 28 12:04:05 PDT 2015,Tue Apr 28 12:04:24 PDT 2015,2015-04-28 20:07:39 UTC,Arizona,0
3BQU611VFQXF7FENDOMIGEN7URJ99G,3421H3BM9AU2R7T39X8TGP6QCUR9JI,APLQSM4J9E6LR,Tue Apr 28 16:22:36 PDT 2015,Tue Apr 28 16:22:57 PDT 2015,2015-04-29 00:27:36 UTC,New Jersey,0
3G5W44VEU8VE3LKMVRJHY4NA9ZPGK9,3421H3BM9AU2R7T39X8TGP6QCUR9JI,A1AOYJXY8HTWLJ,Wed Apr 29 09:30:59 PDT 2015,Wed Apr 29 09:31:28 PDT 2015,2015-04-29 17:32:38 UTC,Florida,0
3GNCZX450J0E4L4ZMJWFYZY65ESAP2,3421H3BM9AU2R7T39X8TGP6QCUR9JI,A2HPFQL0QFGBCS,Wed Apr 29 13:21:00 PDT 2015,Wed Apr 29 13:21:12 PDT 2015,2015-04-29 21:22:38 UTC,West Virginia,0
3JV9LGBJWURXTC51TJBA5L4JT53OG7,3421H3BM9AU2R7T39X8TGP6QCUR9JI,A2A2W9PT9GZ477,Wed Apr 29 23:18:02 PDT 2015,Wed Apr 29 23:18:45 PDT 2015,2015-04-30 07:22:36 UTC,Georgia,0
3QUO65DNQV1GYU6WDO0R905A3EUUOS,3421H3BM9AU2R7T39X8TGP6QCUR9JI,A13STUE0VL42FA,Thu Apr 30 06:14:44 PDT 2015,Thu Apr 30 06:15:05 PDT 2015,2015-04-30 14:17:38 UTC,Ohio,0
3R5F3LQFV3XXKT06JBZZQSKP4VOZOY,3421H3BM9AU2R7T39X8TGP6QCUR9JI,A1U3PULHJJGGCC,Wed Apr 29 20:07:13 PDT 2015,Wed Apr 29 20:07:38 PDT 2015,2015-04-30 04:12:36 UTC,Pennsylvania,0
3ZAK8W07I5RVVDEDB3YGJZ9S4ADU0Y,3421H3BM9AU2R7T39X8TGP6QCUR9JI,A1PQTQ7EURN1Y7,Wed Apr 29 16:06:50 PDT 2015,Wed Apr 29 16:07:21 PDT 2015,2015-04-30 00:07:37 UTC,Alabama,0
