AssignmentId,WorkerId,HITId,AcceptTime,SubmitTime,ApprovalTime,State,GDP
3MHW492WW1QSB6AK5YVJDIIOL0NMVM,ANB51V4Y2O7FR,3VP28W7DUNX1SWPKU5B7EFGRY7BZFV,Sat Apr 18 08:29:40 PDT 2015,Sat Apr 18 08:31:22 PDT 2015,2015-04-18 16:32:45 UTC,Massachusetts,364988.00
3SPJ033422GJESZ47C5B4PU1ZO3JYZ,AU3WQKISBW5MZ,3VP28W7DUNX1SWPKU5B7EFGRY7BZFV,Sun Apr 19 00:07:06 PDT 2015,Sun Apr 19 00:07:20 PDT 2015,2015-04-19 08:07:38 UTC,Iowa,0.14
3X3OR7WPZ0DAUCWMXTJULRJRAS8L8G,A3BBAD8UB2C9HO,3VP28W7DUNX1SWPKU5B7EFGRY7BZFV,Thu Apr 16 19:26:51 PDT 2015,Thu Apr 16 19:32:32 PDT 2015,2015-04-17 03:32:38 UTC,Texas,1223511.00
3XM0HYN6NLCHUYLB2OY1UIOXQA3PEN,A3AZOWV6U2I46J,3VP28W7DUNX1SWPKU5B7EFGRY7BZFV,Sat Apr 18 10:34:06 PDT 2015,Sat Apr 18 10:39:12 PDT 2015,2015-04-18 18:42:38 UTC,California,1846757.00
3ZAK8W07I5RVVDEDB3YGJZ9S4QDU0U,A39B2QEY8BZTCZ,3VP28W7DUNX1SWPKU5B7EFGRY7BZFV,Sat Apr 18 08:23:00 PDT 2015,Sat Apr 18 08:23:35 PDT 2015,2015-04-18 16:27:43 UTC,Missouri,241.41
33JKGHPFYD7F311B379S31OBZYSMNE,ANB51V4Y2O7FR,3XJOUITW8U42X96U2TXJ4QJOKDYQT0,Sat Apr 18 22:52:53 PDT 2015,Sat Apr 18 22:53:15 PDT 2015,2015-04-19 06:57:36 UTC,Maine,49709.00
358UUM7WR0GHXWMGS8OKT3WV5ZVR7R,AYALPYEQ512PP,3XJOUITW8U42X96U2TXJ4QJOKDYQT0,Thu Apr 16 11:23:49 PDT 2015,Thu Apr 16 11:24:22 PDT 2015,2015-04-16 19:27:37 UTC,Colorado,254760.00
36DSNE9QZ6B7KEV21PWD2YWZLE8JOS,APLQSM4J9E6LR,3XJOUITW8U42X96U2TXJ4QJOKDYQT0,Sun Apr 19 02:37:48 PDT 2015,Sun Apr 19 02:38:05 PDT 2015,2015-04-19 10:42:36 UTC,Oklahoma,146448.00
3C44YUNSI22C2S7B6TNHO06CQZNDP5,A32FN27SSDQ3Q7,3XJOUITW8U42X96U2TXJ4QJOKDYQT0,Sun Apr 19 10:30:24 PDT 2015,Sun Apr 19 10:30:40 PDT 2015,2015-04-19 18:32:37 UTC,South Dakota,36959.00
3DI28L7YXBRED629HMNBTM6ZNUKE1V,AHBD716JZ2RDG,3XJOUITW8U42X96U2TXJ4QJOKDYQT0,Sat Apr 18 18:56:16 PDT 2015,Sat Apr 18 18:56:34 PDT 2015,2015-04-19 02:57:39 UTC,Kansas,124330.00
3DR23U6WE6RFMQEIJ57LZSPUFCUTE0,A37SZ84T6GDN7T,3XJOUITW8U42X96U2TXJ4QJOKDYQT0,Fri Apr 17 23:37:35 PDT 2015,Fri Apr 17 23:38:04 PDT 2015,2015-04-18 07:42:36 UTC,Colorado,248603.00
3IGI0VL648X334MNGNO5V5DGUZGNO5,ARO1UXSXU5QLI,3XJOUITW8U42X96U2TXJ4QJOKDYQT0,Sun Apr 19 21:56:43 PDT 2015,Sun Apr 19 21:58:00 PDT 2015,2015-04-20 06:02:36 UTC,Louisiana,222218.00
3LS2AMNW5G3O61ZFWFGMZZ8LZAKQOC,A39YLF16LSEZF5,3XJOUITW8U42X96U2TXJ4QJOKDYQT0,Sun Apr 19 12:13:39 PDT 2015,Sun Apr 19 12:14:08 PDT 2015,2015-04-19 20:17:37 UTC,Michigan,326123.00
3LWJHTCVCDZU0OMMXCXWC5Z774PQFC,AGMJCJ660ULYJ,3XJOUITW8U42X96U2TXJ4QJOKDYQT0,Fri Apr 17 09:22:50 PDT 2015,Fri Apr 17 09:23:09 PDT 2015,2015-04-17 17:27:38 UTC,Idaho,52747.00
3TPZPLC3M1PEK05ED4H5BRK0ZNLP38,A2L2JF1JIRQHF7,3XJOUITW8U42X96U2TXJ4QJOKDYQT0,Sun Apr 19 22:38:10 PDT 2015,Sun Apr 19 22:38:47 PDT 2015,2015-04-20 06:42:36 UTC,Arkansas,0.10
33UKMF931AXHB9WF90WGYEPVIKUTTZ,AGMJCJ660ULYJ,3AJA9FLWSCBFX60AU1NLEKD12UAFIF,Fri Apr 17 09:03:09 PDT 2015,Fri Apr 17 09:03:25 PDT 2015,2015-04-17 17:07:37 UTC,Oklahoma,146448.00
35BLDD71I7ASAD93KNLDLKEX046ZVH,ANB51V4Y2O7FR,3AJA9FLWSCBFX60AU1NLEKD12UAFIF,Sat Apr 18 08:43:29 PDT 2015,Sat Apr 18 08:44:12 PDT 2015,2015-04-18 16:47:38 UTC,Oklahoma,146448.00
3AMW0RGHOEFLO4YOVN1KK5I641BNPF,A37SZ84T6GDN7T,3AJA9FLWSCBFX60AU1NLEKD12UAFIF,Fri Apr 17 23:45:25 PDT 2015,Fri Apr 17 23:46:00 PDT 2015,2015-04-18 07:47:36 UTC,Oregon,161573.00
3DR23U6WE6RFMQEIJ57LZSPUFC7TED,A1KFGU5623A7H,3AJA9FLWSCBFX60AU1NLEKD12UAFIF,Sat Apr 18 05:33:55 PDT 2015,Sat Apr 18 05:34:44 PDT 2015,2015-04-18 13:37:38 UTC,Massachusetts,49.71
3O6CYIULEEEO33FY4AR1QUIW5VNWUT,AHBD716JZ2RDG,3AJA9FLWSCBFX60AU1NLEKD12UAFIF,Sat Apr 18 18:58:52 PDT 2015,Sat Apr 18 18:59:41 PDT 2015,2015-04-19 03:02:39 UTC,Missouri,241406.00
3OS4RQUCRAS7WIKXEU06HG48L9CFBN,A2L2JF1JIRQHF7,3AJA9FLWSCBFX60AU1NLEKD12UAFIF,Sun Apr 19 22:25:14 PDT 2015,Sun Apr 19 22:25:36 PDT 2015,2015-04-20 06:27:37 UTC,Pennsylvania,0.55
3QAPZX2QN5QMB15BSJOADGE0LT720L,AP8QAMZAVW4TJ,3AJA9FLWSCBFX60AU1NLEKD12UAFIF,Thu Apr 16 10:20:47 PDT 2015,Thu Apr 16 10:21:34 PDT 2015,2015-04-16 18:22:38 UTC,Maryland,305.48
3WMOAN2SRCAYTOVKHZAJQX7OQRQVNQ,A32FN27SSDQ3Q7,3AJA9FLWSCBFX60AU1NLEKD12UAFIF,Sun Apr 19 10:32:11 PDT 2015,Sun Apr 19 10:32:28 PDT 2015,2015-04-19 18:32:37 UTC,Hawaii,63847.00
3XLBSAQ9Z5PQZN872PIXF6YUEGD7ZZ,AYALPYEQ512PP,3AJA9FLWSCBFX60AU1NLEKD12UAFIF,Thu Apr 16 10:49:00 PDT 2015,Thu Apr 16 10:49:38 PDT 2015,2015-04-16 18:52:38 UTC,Missouri,237797.00
3ZGVPD4G6UUDXL5EFSLYK2QC3L4ZTJ,AT9BUFLGIP9Z5,3AJA9FLWSCBFX60AU1NLEKD12UAFIF,Sun Apr 19 21:46:09 PDT 2015,Sun Apr 19 21:46:25 PDT 2015,2015-04-20 05:47:37 UTC,GEORGIA,397756.00
39N5ACM9HF00Z2UUUDIF24NMZA3P9N,A3H2IJ9PWVEQRU,30P8I9JKOIYSHFRLNW9V7XCIL2SV59,Fri Apr 17 08:29:13 PDT 2015,Fri Apr 17 08:29:41 PDT 2015,2015-04-17 16:32:47 UTC,Hawaii,63847.00
3H7XDTSHKD45YLE3K52KMFH5WMTGWW,A37SZ84T6GDN7T,30P8I9JKOIYSHFRLNW9V7XCIL2SV59,Fri Apr 17 23:55:47 PDT 2015,Fri Apr 17 23:56:12 PDT 2015,2015-04-18 07:57:36 UTC,New Mexico,79901.00
3HL8HNGX46EO8P50GAMAQA9IX4K9F8,AGMJCJ660ULYJ,30P8I9JKOIYSHFRLNW9V7XCIL2SV59,Fri Apr 17 08:59:45 PDT 2015,Fri Apr 17 09:00:01 PDT 2015,2015-04-17 17:02:36 UTC,Colorado,248603.00
3KAKFY4PGVFM3EIA09RL2UJOD88I35,ANB51V4Y2O7FR,30P8I9JKOIYSHFRLNW9V7XCIL2SV59,Sat Apr 18 19:58:35 PDT 2015,Sat Apr 18 19:58:56 PDT 2015,2015-04-19 04:02:37 UTC,California,1.85
3KGTPGBS6YY2RNHRQQ2U2N271IC2UP,AYALPYEQ512PP,30P8I9JKOIYSHFRLNW9V7XCIL2SV59,Thu Apr 16 10:49:42 PDT 2015,Thu Apr 16 10:50:07 PDT 2015,2015-04-16 18:52:38 UTC,Connecticut,216174.00
3M0BCWMB8W99746S4JA6L4Q8GCIWBI,A39YLF16LSEZF5,30P8I9JKOIYSHFRLNW9V7XCIL2SV59,Sun Apr 19 12:20:25 PDT 2015,Sun Apr 19 12:20:51 PDT 2015,2015-04-19 20:22:38 UTC,Kentucky,126967.00
3UOUJI6MTER3S3KOEFNNSDW3EYAXU6,APLQSM4J9E6LR,30P8I9JKOIYSHFRLNW9V7XCIL2SV59,Sun Apr 19 02:22:18 PDT 2015,Sun Apr 19 02:24:12 PDT 2015,2015-04-19 10:27:38 UTC,California,1846757.00
3UWN2HHPUZII1WEGN45EFANHRNBNSS,A1YM1D2H8UFKH8,30P8I9JKOIYSHFRLNW9V7XCIL2SV59,Sat Apr 18 23:07:38 PDT 2015,Sat Apr 18 23:08:24 PDT 2015,2015-04-19 07:12:36 UTC,Arkansas,107854000.00
3WQ3B2KGE9TG63QP7VLLSE0EKX7B1S,AHBD716JZ2RDG,30P8I9JKOIYSHFRLNW9V7XCIL2SV59,Sat Apr 18 18:53:44 PDT 2015,Sat Apr 18 18:53:53 PDT 2015,2015-04-19 02:57:38 UTC,Florida,748117.00
3Z7VU45IPZUCO1T5D91OEW7HB1RZ1M,A32FN27SSDQ3Q7,30P8I9JKOIYSHFRLNW9V7XCIL2SV59,Sun Apr 19 10:35:25 PDT 2015,Sun Apr 19 10:35:38 PDT 2015,2015-04-19 18:37:39 UTC,Kentucky,156436.00
304SM51WA4HG0NPJKE05OFNNAXJSBS,ANB51V4Y2O7FR,35O6H0UNLSTJQKRR67VC491OQFM5JZ,Sat Apr 18 18:44:41 PDT 2015,Sat Apr 18 18:47:17 PDT 2015,2015-04-19 02:47:38 UTC,Illinois,633697.00
30OG32W0SVOHRD9YM9L9QTJ2QP8NEJ,AYALPYEQ512PP,35O6H0UNLSTJQKRR67VC491OQFM5JZ,Thu Apr 16 10:50:54 PDT 2015,Thu Apr 16 10:51:25 PDT 2015,2015-04-16 18:52:38 UTC,Alabama,170014.00
32AT8R96GMMVWMYPK5H0T5FBZI4SUN,A1VMHE2T0NH4GS,35O6H0UNLSTJQKRR67VC491OQFM5JZ,Sat Apr 18 10:41:50 PDT 2015,Sat Apr 18 10:42:04 PDT 2015,2015-04-18 18:42:39 UTC,Arkansas,100.37
39ASUFLU6YKM37N2OF8IOVA0SBOEXG,APLQSM4J9E6LR,35O6H0UNLSTJQKRR67VC491OQFM5JZ,Mon Apr 20 02:30:17 PDT 2015,Mon Apr 20 02:30:37 PDT 2015,2015-04-20 10:32:38 UTC,Oregon,161573.00
3E4GGUZ1T94OORCFWCYSW0T9ZY92K1,AU3WQKISBW5MZ,35O6H0UNLSTJQKRR67VC491OQFM5JZ,Sun Apr 19 00:02:25 PDT 2015,Sun Apr 19 00:02:47 PDT 2015,2015-04-19 08:07:36 UTC,Arizona,0.25
3LPW2N6LKUFUQK0E894S0U5JLX4U5T,A37SZ84T6GDN7T,35O6H0UNLSTJQKRR67VC491OQFM5JZ,Fri Apr 17 23:52:01 PDT 2015,Fri Apr 17 23:52:30 PDT 2015,2015-04-18 07:52:36 UTC,kansas,122731.00
3ND9UOO81LFLKDS4VWZ0Z7MDS6ELWC,ARO1UXSXU5QLI,35O6H0UNLSTJQKRR67VC491OQFM5JZ,Sun Apr 19 21:24:29 PDT 2015,Sun Apr 19 21:25:06 PDT 2015,2015-04-20 05:27:37 UTC,Maryland,273333.00
3RKNTXVS3NBSFSIGOZ4RV1NBE1IA4Z,A2L2JF1JIRQHF7,35O6H0UNLSTJQKRR67VC491OQFM5JZ,Sun Apr 19 22:36:19 PDT 2015,Sun Apr 19 22:36:40 PDT 2015,2015-04-20 06:37:37 UTC,Iowa,0.14
3VFJCI1K40C0QPXHLBSEZG9O4AVGRG,A39YLF16LSEZF5,35O6H0UNLSTJQKRR67VC491OQFM5JZ,Sun Apr 19 12:28:40 PDT 2015,Sun Apr 19 12:29:01 PDT 2015,2015-04-19 20:32:37 UTC,Wyoming,21752.00
3WT783CTPCU0T60NNSA59AJ5OWMCBB,A2T2D6DDA5X5DZ,35O6H0UNLSTJQKRR67VC491OQFM5JZ,Mon Apr 20 00:40:01 PDT 2015,Mon Apr 20 00:41:26 PDT 2015,2015-04-20 08:42:38 UTC,Georgia,397756.00
34BBWHLWHBOJUCKYAT2N7RULBXYIWZ,AGMJCJ660ULYJ,3AXFSPQOYQBBSHKGCJ8LQLS1F9ZFJR,Fri Apr 17 09:23:53 PDT 2015,Fri Apr 17 09:24:07 PDT 2015,2015-04-17 17:27:38 UTC,South Dakota,36959.00
35BLDD71I7ASAD93KNLDLKEX05YVZ7,A32FN27SSDQ3Q7,3AXFSPQOYQBBSHKGCJ8LQLS1F9ZFJR,Sun Apr 19 10:35:38 PDT 2015,Sun Apr 19 10:35:49 PDT 2015,2015-04-19 18:37:39 UTC,Oregon,161573.00
374TNBHA8C800F3H22PK1Q6NDKJQYN,A39YLF16LSEZF5,3AXFSPQOYQBBSHKGCJ8LQLS1F9ZFJR,Sun Apr 19 12:24:40 PDT 2015,Sun Apr 19 12:25:02 PDT 2015,2015-04-19 20:27:37 UTC,Texas,925505.00
3B837J3LDP93GU68GBMVOUSRSE9SRI,A1VHFLDO4EPKT4,3AXFSPQOYQBBSHKGCJ8LQLS1F9ZFJR,Thu Apr 16 20:03:49 PDT 2015,Thu Apr 16 20:05:56 PDT 2015,2015-04-17 04:07:38 UTC,Michigan,387299.00
3DEL4X4EL7YK9C4TOGKCVY2GAFNXYS,AYALPYEQ512PP,3AXFSPQOYQBBSHKGCJ8LQLS1F9ZFJR,Thu Apr 16 10:47:34 PDT 2015,Thu Apr 16 10:48:21 PDT 2015,2015-04-16 18:52:38 UTC,Colorado,248603.00
3FE7TXL1LJ0AZUAA9HIPSM5IY43Q2J,APLQSM4J9E6LR,3AXFSPQOYQBBSHKGCJ8LQLS1F9ZFJR,Sun Apr 19 02:25:05 PDT 2015,Sun Apr 19 02:25:20 PDT 2015,2015-04-19 10:27:38 UTC,Florida,744120.00
3PEIJLRY6U6GK79T9F2OA1H0ZAQXW2,A3H2IJ9PWVEQRU,3AXFSPQOYQBBSHKGCJ8LQLS1F9ZFJR,Fri Apr 17 06:51:41 PDT 2015,Fri Apr 17 06:52:29 PDT 2015,2015-04-17 14:52:37 UTC,Washington,322778.00
3PZDLQMM0UY65T0R4ZHU8HG1UOS2CE,ANB51V4Y2O7FR,3AXFSPQOYQBBSHKGCJ8LQLS1F9ZFJR,Sat Apr 18 08:44:51 PDT 2015,Sat Apr 18 08:45:20 PDT 2015,2015-04-18 16:47:38 UTC,Nevada,131233.00
3QY5DC2MXSXMSHT3ELH1M6WWAUIFU3,AT9BUFLGIP9Z5,3AXFSPQOYQBBSHKGCJ8LQLS1F9ZFJR,Sun Apr 19 21:55:22 PDT 2015,Sun Apr 19 21:55:33 PDT 2015,2015-04-20 05:57:37 UTC,SOUTH DAKOTA,36959.00
3QY7M81QH8ZVAS9L2OFNSRAHAC1K71,A37SZ84T6GDN7T,3AXFSPQOYQBBSHKGCJ8LQLS1F9ZFJR,Sat Apr 18 00:00:06 PDT 2015,Sat Apr 18 00:00:31 PDT 2015,2015-04-18 08:02:36 UTC,Alaska,47912.00
304SM51WA4HG0NPJKE05OFNNAZVSB8,A1SJLWZAOXF1P3,3R868ACW4SP76WLF5PHPW0G3ZMBZGU,Sun Apr 19 13:08:41 PDT 2015,Sun Apr 19 13:10:47 PDT 2015,2015-04-19 21:12:38 UTC,texas,1210000000000.00
336YQZE83WRBDCV5Z7D69KOP8E15MI,AT9BUFLGIP9Z5,3R868ACW4SP76WLF5PHPW0G3ZMBZGU,Sun Apr 19 21:51:44 PDT 2015,Sun Apr 19 21:51:56 PDT 2015,2015-04-20 05:52:38 UTC,IOWA,135702.00
34PGFRQONPOFPN44SBNNJS9LO99JWS,AYALPYEQ512PP,3R868ACW4SP76WLF5PHPW0G3ZMBZGU,Thu Apr 16 11:01:50 PDT 2015,Thu Apr 16 11:02:24 PDT 2015,2015-04-16 19:02:40 UTC,New Hampshire,60005.00
36DSNE9QZ6B7KEV21PWD2YWZLF3OJU,A3B0QYA9FDRPXK,3R868ACW4SP76WLF5PHPW0G3ZMBZGU,Sun Apr 19 14:25:48 PDT 2015,Sun Apr 19 14:26:09 PDT 2015,2015-04-19 22:27:37 UTC,Florida,744120.00
37FMASSAYD4R69MNF26RKDH0113IBG,ARO1UXSXU5QLI,3R868ACW4SP76WLF5PHPW0G3ZMBZGU,Sun Apr 19 21:34:53 PDT 2015,Sun Apr 19 21:35:32 PDT 2015,2015-04-20 05:37:37 UTC,Minnesota,262847.00
37QW5D2ZRHZXYPRCH2GVXDXM2LHS80,A1U3PULHJJGGCC,3R868ACW4SP76WLF5PHPW0G3ZMBZGU,Thu Apr 16 10:27:20 PDT 2015,Thu Apr 16 10:30:43 PDT 2015,2015-04-16 18:32:38 UTC,Wyoming,57447.00
3H0W84IWBLF26B1QFG2QZDOCRUZRET,A2L2JF1JIRQHF7,3R868ACW4SP76WLF5PHPW0G3ZMBZGU,Sun Apr 19 22:35:55 PDT 2015,Sun Apr 19 22:36:18 PDT 2015,2015-04-20 06:37:37 UTC,Oklahoma,0.15
3I0BTBYZAYYCCMYIL4V5MKF50ESY00,ANB51V4Y2O7FR,3R868ACW4SP76WLF5PHPW0G3ZMBZGU,Sat Apr 18 09:46:20 PDT 2015,Sat Apr 18 09:47:22 PDT 2015,2015-04-18 17:47:38 UTC,New Hampshire,60005.00
3LPW2N6LKUFUQK0E894S0U5JL0L5UR,A39YLF16LSEZF5,3R868ACW4SP76WLF5PHPW0G3ZMBZGU,Sun Apr 19 12:21:38 PDT 2015,Sun Apr 19 12:22:03 PDT 2015,2015-04-19 20:22:38 UTC,Louisiana,71713.00
3SNVL38CI551M94HT5NY8D2VBNQCKK,A37SZ84T6GDN7T,3R868ACW4SP76WLF5PHPW0G3ZMBZGU,Fri Apr 17 23:25:06 PDT 2015,Fri Apr 17 23:25:41 PDT 2015,2015-04-18 07:27:36 UTC,Georgia,397756.00
37C0GNLMHGG4SMP6RXO8I0FVVSKD6I,A37SZ84T6GDN7T,31D0ZWOD0AC9UK2MFVCNUF2EJKH0AT,Fri Apr 17 23:44:09 PDT 2015,Fri Apr 17 23:44:40 PDT 2015,2015-04-18 07:47:36 UTC,Alabama,170014.00
3IXQG4FA2UBYV8TKB80E7KIXIAD9BJ,APLQSM4J9E6LR,31D0ZWOD0AC9UK2MFVCNUF2EJKH0AT,Sun Apr 19 02:34:45 PDT 2015,Sun Apr 19 02:35:03 PDT 2015,2015-04-19 10:37:36 UTC,Wisconsin,240429.00
3M81GAB8A1W4N7A6SAB0TF8MSDTQB4,A1VHFLDO4EPKT4,31D0ZWOD0AC9UK2MFVCNUF2EJKH0AT,Tue Apr 21 12:13:56 PDT 2015,Tue Apr 21 12:14:47 PDT 2015,2015-04-21 20:17:37 UTC,Tennessee,249621.00
3MD9PLUKKJRF280UIWZMB3KKE3RNZF,A27N78ZVOGSIAU,31D0ZWOD0AC9UK2MFVCNUF2EJKH0AT,Mon Apr 20 07:30:54 PDT 2015,Mon Apr 20 07:31:18 PDT 2015,2015-04-20 15:32:38 UTC,Illinois,633697.00
3UJ1CZ6IZI2EB78AJ49SLTNV0305SB,A39YLF16LSEZF5,31D0ZWOD0AC9UK2MFVCNUF2EJKH0AT,Sun Apr 19 12:20:51 PDT 2015,Sun Apr 19 12:21:38 PDT 2015,2015-04-19 20:22:38 UTC,Louisiana,144860.00
3VHHR074H4U6UYR3NORO7RNWZ777LI,AYALPYEQ512PP,31D0ZWOD0AC9UK2MFVCNUF2EJKH0AT,Thu Apr 16 11:34:37 PDT 2015,Thu Apr 16 11:35:15 PDT 2015,2015-04-16 19:37:37 UTC,Maine,50149.00
3WQQ9FUS6B7YH3AA6GU07ONMY5Y8BY,AT9BUFLGIP9Z5,31D0ZWOD0AC9UK2MFVCNUF2EJKH0AT,Sun Apr 19 21:55:45 PDT 2015,Sun Apr 19 21:55:58 PDT 2015,2015-04-20 05:57:37 UTC,WYOMING,35310.00
3YOH7BII0AKXLIAHKMI3Y5QKWX9KV0,ARO1UXSXU5QLI,31D0ZWOD0AC9UK2MFVCNUF2EJKH0AT,Sun Apr 19 22:37:28 PDT 2015,Sun Apr 19 22:37:55 PDT 2015,2015-04-20 06:42:36 UTC,Oregon,161573.00
3YT88D1N09BD998Y0CCXFAY15DIK35,A2T2D6DDA5X5DZ,31D0ZWOD0AC9UK2MFVCNUF2EJKH0AT,Mon Apr 20 00:51:18 PDT 2015,Mon Apr 20 00:52:02 PDT 2015,2015-04-20 08:52:38 UTC,Arizona,248888.00
3Z4XG4ZF4945U6DBBCMIWLEEH7DX8L,ANB51V4Y2O7FR,31D0ZWOD0AC9UK2MFVCNUF2EJKH0AT,Sat Apr 18 23:01:35 PDT 2015,Sat Apr 18 23:01:56 PDT 2015,2015-04-19 07:02:37 UTC,South Carolina,156384.00
30BXRYBRP5AJYH9E4BK27FT6BMLHWB,A2KNE9E89YLQ3A,3PZDSVZ3J5UXDREC704USOCRZ3V4NW,Sat Apr 18 06:32:45 PDT 2015,Sat Apr 18 06:33:04 PDT 2015,2015-04-18 14:37:37 UTC,Florida,737.04
30BXRYBRP5AJYH9E4BK27FT6BOYHWS,ANB51V4Y2O7FR,3PZDSVZ3J5UXDREC704USOCRZ3V4NW,Sat Apr 18 22:55:59 PDT 2015,Sat Apr 18 22:56:13 PDT 2015,2015-04-19 06:57:36 UTC,Mississippi,91782.00
340UGXU9DZEBOEFTE0M54SZIYL5VU0,A37SZ84T6GDN7T,3PZDSVZ3J5UXDREC704USOCRZ3V4NW,Fri Apr 17 23:55:12 PDT 2015,Fri Apr 17 23:55:43 PDT 2015,2015-04-18 07:57:36 UTC,Nebraska,86439.00
3DOCMVPBTORLLJMBF8OSGGDB4O5NNI,AU3WQKISBW5MZ,3PZDSVZ3J5UXDREC704USOCRZ3V4NW,Sun Apr 19 00:05:50 PDT 2015,Sun Apr 19 00:06:09 PDT 2015,2015-04-19 08:07:38 UTC,South Carolina,0.16
3F6KKYWMNCECZ7VYQEAPKB1HQD8DNH,AYALPYEQ512PP,3PZDSVZ3J5UXDREC704USOCRZ3V4NW,Thu Apr 16 10:52:32 PDT 2015,Thu Apr 16 10:53:06 PDT 2015,2015-04-16 18:57:37 UTC,Kentucky,156436.00
3L4D84MIL05XSX9FXC1NIPZY9SUJH4,APLQSM4J9E6LR,3PZDSVZ3J5UXDREC704USOCRZ3V4NW,Sun Apr 19 02:29:55 PDT 2015,Sun Apr 19 02:32:04 PDT 2015,2015-04-19 10:32:40 UTC,Indiana,254861.00
3NC5L260MPZRFC96IZ5SN047S77OFA,A32FN27SSDQ3Q7,3PZDSVZ3J5UXDREC704USOCRZ3V4NW,Sun Apr 19 10:39:08 PDT 2015,Sun Apr 19 10:39:18 PDT 2015,2015-04-19 18:42:38 UTC,Ohio,471508.00
3NPI0JQDAPIJJH38SJNWT4OYTKCTP3,AHBD716JZ2RDG,3PZDSVZ3J5UXDREC704USOCRZ3V4NW,Sat Apr 18 18:57:16 PDT 2015,Sat Apr 18 18:57:28 PDT 2015,2015-04-19 02:57:39 UTC,Maryland,281112.00
3RRCEFRB7NPXY2N8UD4NQC7HWB0B4C,A1U3PULHJJGGCC,3PZDSVZ3J5UXDREC704USOCRZ3V4NW,Thu Apr 16 10:34:38 PDT 2015,Thu Apr 16 10:35:06 PDT 2015,2015-04-16 18:37:39 UTC,Utah,39001.00
3X73LLYYQ2RTBN00CATFBWGFID2HNB,ARO1UXSXU5QLI,3PZDSVZ3J5UXDREC704USOCRZ3V4NW,Sun Apr 19 21:09:15 PDT 2015,Sun Apr 19 21:10:02 PDT 2015,2015-04-20 05:12:37 UTC,Massachusetts,49709.00
32EYX73OY1MJV7YC5GHV3VAFDFTRU4,A37SZ84T6GDN7T,3URJ6VVYUP0FVCEO8F477DCWPD04OB,Fri Apr 17 23:59:06 PDT 2015,Fri Apr 17 23:59:29 PDT 2015,2015-04-18 08:02:36 UTC,Maine,49709.00
32RIADZISTHWFO4A5ZQIG1HH07OS4C,ARO1UXSXU5QLI,3URJ6VVYUP0FVCEO8F477DCWPD04OB,Sun Apr 19 21:32:51 PDT 2015,Sun Apr 19 21:33:28 PDT 2015,2015-04-20 05:37:37 UTC,Iowa,135702.00
3CTOC39K3830Z833K3FBRCA4VI07JE,AYALPYEQ512PP,3URJ6VVYUP0FVCEO8F477DCWPD04OB,Thu Apr 16 10:43:53 PDT 2015,Thu Apr 16 10:44:33 PDT 2015,2015-04-16 18:47:39 UTC,Minnesota,262847.00
3DQQ64TANHYBBY72NOS7GOVXXE1WP3,ANB51V4Y2O7FR,3URJ6VVYUP0FVCEO8F477DCWPD04OB,Sat Apr 18 08:41:42 PDT 2015,Sat Apr 18 08:43:00 PDT 2015,2015-04-18 16:47:38 UTC,Kentucky,156436.00
3QL2OFSM97V2UFPKQIFE05JZ5KRNC0,AU3WQKISBW5MZ,3URJ6VVYUP0FVCEO8F477DCWPD04OB,Sun Apr 19 00:02:09 PDT 2015,Sun Apr 19 00:02:24 PDT 2015,2015-04-19 08:02:37 UTC,Indiana,0.25
3TE22NPXPCPDD32ZFYU0IY1BMRB447,A1SJLWZAOXF1P3,3URJ6VVYUP0FVCEO8F477DCWPD04OB,Sun Apr 19 13:11:34 PDT 2015,Sun Apr 19 13:12:01 PDT 2015,2015-04-19 21:12:38 UTC,new york,160000000000.00
3U84XHCDIDQTG0QO0RKQCUEKNHP4ZK,A3H2IJ9PWVEQRU,3URJ6VVYUP0FVCEO8F477DCWPD04OB,Fri Apr 17 06:46:30 PDT 2015,Fri Apr 17 06:47:08 PDT 2015,2015-04-17 14:47:37 UTC,Illinois,633697.00
3U8YCDAGXQT33K7WUUEB9YC316O0QE,A1CPLZSLNP0FI7,3URJ6VVYUP0FVCEO8F477DCWPD04OB,Sun Apr 19 05:09:48 PDT 2015,Sun Apr 19 05:10:52 PDT 2015,2015-04-19 13:12:39 UTC,Ohio,471508.00
3WT783CTPCU0T60NNSA59AJ5OOGBCO,AP8QAMZAVW4TJ,3URJ6VVYUP0FVCEO8F477DCWPD04OB,Thu Apr 16 10:14:14 PDT 2015,Thu Apr 16 10:14:55 PDT 2015,2015-04-16 18:17:38 UTC,Georgia,417.38
3YDTZAI2WYTWL45GSGBYK0U8A6P14D,A32FN27SSDQ3Q7,3URJ6VVYUP0FVCEO8F477DCWPD04OB,Sun Apr 19 10:31:05 PDT 2015,Sun Apr 19 10:31:17 PDT 2015,2015-04-19 18:32:37 UTC,Maine,49709.00
31EUONYN2WGGB9VWIEAW5M7TG2HOVM,ARO1UXSXU5QLI,3S8A4GJRD3GO0JRZSFJ0Z3QIHX3V6P,Sun Apr 19 21:33:52 PDT 2015,Sun Apr 19 21:34:24 PDT 2015,2015-04-20 05:37:37 UTC,Kansas,122731.00
